File Name,Time,MS,Longitude,Latitude,Height(m),"LTE PCC Serving PCI","LTE PCC Serving RSRP(dBm)","LTE PCC Serving SINR(dB)","LTE DL App Throughput(kbps)","LTE UL App Throughput(kbps)"
L1800 (2).gen,2024-11-22 15:07:47.500	,MS1,106.35387444,-6.30475191,89.59,142,-87.88,-10.00,40961.86,52469.92
L1800 (2).gen,2024-11-22 15:07:48.500	,MS1,106.35386872,-6.30475423,89.45,142,-89.19,-12.50,41531.30,42527.32
L1800 (2).gen,2024-11-22 15:07:49.500	,MS1,106.35386486,-6.30475456,89.43,142,-82.56,-9.00,28351.74,29208.18
L1800 (2).gen,2024-11-22 15:07:50.500	,MS1,106.35386080,-6.30475631,89.43,142,-82.75,-12.50,32825.25,46441.15
L1800 (2).gen,2024-11-22 15:07:51.500	,MS1,106.35385437,-6.30475939,89.31,142,-80.12,-6.00,32474.19,25890.82
L1800 (2).gen,2024-11-22 15:07:52.500	,MS1,106.35384264,-6.30476436,89.45,142,-80.19,-9.50,24084.45,13842.59
L1800 (2).gen,2024-11-22 15:07:53.500	,MS1,106.35382628,-6.30477045,89.69,142,-86.00,-8.50,27541.62,17582.63
L1800 (2).gen,2024-11-22 15:07:54.500	,MS1,106.35380910,-6.30477587,89.83,142,-82.75,-13.50,23319.96,14913.74
L1800 (2).gen,2024-11-22 15:07:55.500	,MS1,106.35379277,-6.30477618,89.86,142,-89.56,-11.50,25544.40,18802.83
L1800 (2).gen,2024-11-22 15:07:56.500	,MS1,106.35377383,-6.30477115,90.16,142,-87.00,-15.00,15509.30,8680.34
L1800 (2).gen,2024-11-22 15:07:57.500	,MS1,106.35375517,-6.30476596,89.97,142,-87.94,-13.50,30237.75,22643.52
L1800 (2).gen,2024-11-22 15:07:58.500	,MS1,106.35373519,-6.30475927,89.52,142,-84.06,-13.00,28268.26,25737.73
L1800 (2).gen,2024-11-22 15:07:59.500	,MS1,106.35371378,-6.30474889,89.31,142,-89.88,-5.50,26850.40,29816.38
L1800 (2).gen,2024-11-22 15:08:00.500	,MS1,106.35368962,-6.30473600,89.53,142,-91.75,-9.00,29010.40,29320.51
L1800 (2).gen,2024-11-22 15:08:01.500	,MS1,106.35366434,-6.30472197,89.83,142,-90.25,-10.00,23948.58,23860.59
L1800 (2).gen,2024-11-22 15:08:02.500	,MS1,106.35363096,-6.30470191,89.49,142,-86.75,-14.00,16660.67,16924.74
L1800 (2).gen,2024-11-22 15:08:03.500	,MS1,106.35360204,-6.30467669,89.58,142,-87.25,-10.50,21733.95,24614.75
L1800 (2).gen,2024-11-22 15:08:04.500	,MS1,106.35357436,-6.30464254,89.88,142,-91.88,-15.00,20480.89,32509.59
L1800 (2).gen,2024-11-22 15:08:05.500	,MS1,106.35355486,-6.30461936,89.76,142,-91.69,-5.00,12691.69,15727.23
L1800 (2).gen,2024-11-22 15:08:06.500	,MS1,106.35352477,-6.30458931,89.71,143,-84.56,7.50,10748.64,14309.86
L1800 (2).gen,2024-11-22 15:08:07.500	,MS1,106.35349561,-6.30456551,89.73,143,-87.94,8.50,54011.64,89362.59
L1800 (2).gen,2024-11-22 15:08:08.500	,MS1,106.35346471,-6.30454213,89.78,143,-89.75,10.50,25738.29,7803.80
L1800 (2).gen,2024-11-22 15:08:09.500	,MS1,106.35343731,-6.30451849,89.76,143,-85.38,10.00,45573.29,29323.57
L1800 (2).gen,2024-11-22 15:08:10.500	,MS1,106.35340920,-6.30449665,89.70,143,-89.00,7.00,19425.89,23897.94
L1800 (2).gen,2024-11-22 15:08:11.500	,MS1,106.35337982,-6.30447875,89.66,143,-90.31,5.00,15079.53,20708.29
L1800 (2).gen,2024-11-22 15:08:12.500	,MS1,106.35335963,-6.30446453,89.72,143,-88.81,6.00,24629.48,25256.58
L1800 (2).gen,2024-11-22 15:08:13.500	,MS1,106.35334578,-6.30445259,89.63,143,-89.62,-10.00,29648.32,58382.63
L1800 (2).gen,2024-11-22 15:08:14.500	,MS1,106.35333865,-6.30444621,89.44,143,-90.25,-5.00,19144.18,26943.42
L1800 (2).gen,2024-11-22 15:08:15.500	,MS1,106.35333488,-6.30444138,89.43,143,-95.38,1.50,30978.61,33074.76
L1800 (2).gen,2024-11-22 15:08:16.500	,MS1,106.35333405,-6.30443929,89.36,142,-90.69,-2.00,22555.88,30030.81
L1800 (2).gen,2024-11-22 15:08:17.500	,MS1,106.35333543,-6.30443877,89.29,142,-92.25,-2.00,33940.22,39338.46
L1800 (2).gen,2024-11-22 15:08:18.500	,MS1,106.35333566,-6.30443953,89.35,142,-92.56,-0.50,21513.89,26732.90
L1800 (2).gen,2024-11-22 15:08:19.500	,MS1,106.35333507,-6.30443969,89.30,142,-91.94,0.00,20306.35,18825.16
L1800 (2).gen,2024-11-22 15:08:20.500	,MS1,106.35333507,-6.30443969,89.46,142,-92.81,2.00,21793.44,27168.17
L1800 (2).gen,2024-11-22 15:08:21.500	,MS1,106.35333507,-6.30443969,89.86,142,-92.75,8.00,18214.62,19962.85
L1800 (2).gen,2024-11-22 15:08:22.500	,MS1,106.35333434,-6.30443466,90.08,142,-93.19,2.50,29870.79,52272.73
L1800 (2).gen,2024-11-22 15:08:23.500	,MS1,106.35333299,-6.30443054,90.08,143,-89.62,-8.50,23778.71,36355.67
L1800 (2).gen,2024-11-22 15:08:24.500	,MS1,106.35333064,-6.30442151,90.13,143,-91.00,-10.50,43184.36,54870.51
L1800 (2).gen,2024-11-22 15:08:25.500	,MS1,106.35332615,-6.30441395,90.21,143,-90.88,-13.00,49275.26,46226.18
L1800 (2).gen,2024-11-22 15:08:26.500	,MS1,106.35331946,-6.30441050,90.19,143,-91.69,-11.50,17173.53,26278.37
L1800 (2).gen,2024-11-22 15:08:27.500	,MS1,106.35331565,-6.30440877,90.08,143,-94.62,-10.50,18508.95,20020.29
L1800 (2).gen,2024-11-22 15:08:28.500	,MS1,106.35331446,-6.30440870,90.04,143,-91.19,-10.00,21106.58,23710.83
L1800 (2).gen,2024-11-22 15:08:29.500	,MS1,106.35331446,-6.30440870,90.24,143,-88.44,-4.00,15594.58,9895.27
L1800 (2).gen,2024-11-22 15:08:30.500	,MS1,106.35331446,-6.30440870,90.55,143,-91.12,-7.00,14124.39,23458.07
L1800 (2).gen,2024-11-22 15:08:31.500	,MS1,106.35331446,-6.30440870,90.64,143,-87.88,-2.50,11814.57,19320.02
L1800 (2).gen,2024-11-22 15:08:32.500	,MS1,106.35331446,-6.30440870,90.63,143,-86.38,3.50,5619.41,14440.04
L1800 (2).gen,2024-11-22 15:08:33.500	,MS1,106.35331446,-6.30440870,90.62,143,-87.62,2.50,30132.36,53736.33
L1800 (2).gen,2024-11-22 15:08:34.500	,MS1,106.35331318,-6.30440822,90.56,143,-89.12,1.00,51735.59,35474.56
L1800 (2).gen,2024-11-22 15:08:35.500	,MS1,106.35330975,-6.30440888,90.58,143,-89.25,2.50,48041.47,33753.86
L1800 (2).gen,2024-11-22 15:08:36.500	,MS1,106.35330456,-6.30441005,90.75,143,-90.44,-6.00,44248.87,33759.66
L1800 (2).gen,2024-11-22 15:08:37.500	,MS1,106.35329925,-6.30441427,90.83,143,-91.31,-6.50,38597.76,31425.46
L1800 (2).gen,2024-11-22 15:08:38.500	,MS1,106.35329479,-6.30441945,90.82,143,-95.75,2.00,45981.87,48567.28
L1800 (2).gen,2024-11-22 15:08:39.500	,MS1,106.35329072,-6.30441945,90.79,143,-88.94,-2.00,53314.82,39895.79
L1800 (2).gen,2024-11-22 15:08:40.500	,MS1,106.35328841,-6.30441801,90.80,143,-87.88,-5.50,44270.34,21303.76
L1800 (2).gen,2024-11-22 15:08:41.500	,MS1,106.35328841,-6.30441801,90.72,143,-89.00,0.00,6082.73,12931.11
L1800 (2).gen,2024-11-22 15:08:42.500	,MS1,106.35328802,-6.30441360,90.77,143,-88.62,3.00,18860.67,12601.70
L1800 (2).gen,2024-11-22 15:08:43.500	,MS1,106.35328756,-6.30440839,90.93,143,-90.25,-1.00,26673.57,25841.84
L1800 (2).gen,2024-11-22 15:08:44.500	,MS1,106.35328756,-6.30440839,90.89,143,-90.25,-7.00,23289.28,33656.26
L1800 (2).gen,2024-11-22 15:08:45.500	,MS1,106.35328845,-6.30440607,90.82,143,-86.81,-5.50,19138.37,15879.40
L1800 (2).gen,2024-11-22 15:08:46.500	,MS1,106.35329073,-6.30440258,90.92,143,-87.12,7.00,34772.14,23123.85
L1800 (2).gen,2024-11-22 15:08:47.500	,MS1,106.35329030,-6.30439980,90.81,143,-88.25,5.00,21211.85,18081.72
L1800 (2).gen,2024-11-22 15:08:48.500	,MS1,106.35328482,-6.30439435,90.47,143,-87.19,5.00,25550.53,17938.86
L1800 (2).gen,2024-11-22 15:08:49.500	,MS1,106.35327268,-6.30438493,90.47,143,-89.00,7.00,16802.88,22057.26
L1800 (2).gen,2024-11-22 15:08:50.500	,MS1,106.35325319,-6.30437244,90.35,143,-93.88,0.00,16058.49,21964.30
L1800 (2).gen,2024-11-22 15:08:51.500	,MS1,106.35322391,-6.30434969,90.27,143,-97.00,9.00,22948.79,19697.25
L1800 (2).gen,2024-11-22 15:08:52.500	,MS1,106.35320006,-6.30432360,90.32,143,-96.81,5.00,17921.38,16141.10
L1800 (2).gen,2024-11-22 15:08:53.500	,MS1,106.35317317,-6.30429282,90.17,143,-90.12,7.50,20785.47,18772.00
L1800 (2).gen,2024-11-22 15:08:54.500	,MS1,106.35314676,-6.30427132,90.20,143,-85.44,13.00,15943.74,19013.34
L1800 (2).gen,2024-11-22 15:08:55.500	,MS1,106.35311500,-6.30424729,89.99,143,-82.88,8.00,29354.57,17953.91
L1800 (2).gen,2024-11-22 15:08:56.500	,MS1,106.35308349,-6.30421914,89.88,143,-81.56,3.00,40356.68,24505.30
L1800 (2).gen,2024-11-22 15:08:57.500	,MS1,106.35305805,-6.30419667,89.93,143,-80.69,4.00,19798.47,15555.32
L1800 (2).gen,2024-11-22 15:08:58.500	,MS1,106.35303729,-6.30417825,89.57,143,-94.62,8.50,19495.40,12435.24
L1800 (2).gen,2024-11-22 15:08:59.500	,MS1,106.35299992,-6.30414801,89.55,143,-93.25,5.00,19098.72,19797.41
L1800 (2).gen,2024-11-22 15:09:00.500	,MS1,106.35294866,-6.30410632,89.66,143,-93.00,10.50,59407.57,50275.66
L1800 (2).gen,2024-11-22 15:09:01.500	,MS1,106.35290635,-6.30407312,89.85,143,-92.50,12.50,42079.94,16309.43
L1800 (2).gen,2024-11-22 15:09:02.500	,MS1,106.35286612,-6.30404198,89.74,143,-94.50,8.00,23093.28,18825.94
L1800 (2).gen,2024-11-22 15:09:03.500	,MS1,106.35281742,-6.30400303,89.61,143,-97.38,11.50,16126.50,13601.85
L1800 (2).gen,2024-11-22 15:09:04.500	,MS1,106.35277135,-6.30396481,89.45,143,-95.25,5.00,14284.13,13788.30
L1800 (2).gen,2024-11-22 15:09:05.500	,MS1,106.35273373,-6.30393044,89.23,143,-96.19,11.00,23966.29,20165.15
L1800 (2).gen,2024-11-22 15:09:06.500	,MS1,106.35269577,-6.30389192,89.22,143,-93.25,8.00,28551.81,26004.80
L1800 (2).gen,2024-11-22 15:09:07.500	,MS1,106.35265391,-6.30384817,89.28,143,-92.19,10.00,48358.55,22138.24
L1800 (2).gen,2024-11-22 15:09:08.500	,MS1,106.35261256,-6.30380842,89.25,143,-95.50,14.00,68325.31,22692.91
L1800 (2).gen,2024-11-22 15:09:09.500	,MS1,106.35257247,-6.30376914,89.44,143,-92.81,12.00,18980.03,23211.32
L1800 (2).gen,2024-11-22 15:09:10.500	,MS1,106.35253213,-6.30372690,89.46,143,-90.62,16.00,30164.06,48808.73
L1800 (2).gen,2024-11-22 15:09:11.500	,MS1,106.35248729,-6.30368205,89.38,143,-92.31,16.00,25088.21,23850.72
L1800 (2).gen,2024-11-22 15:09:12.500	,MS1,106.35244480,-6.30364419,89.63,143,-93.50,17.00,56950.48,18620.79
L1800 (2).gen,2024-11-22 15:09:13.500	,MS1,106.35239856,-6.30360597,89.73,143,-92.19,11.50,25341.19,25959.89
L1800 (2).gen,2024-11-22 15:09:14.500	,MS1,106.35236374,-6.30357707,89.60,143,-94.19,15.50,19582.71,21819.74
L1800 (2).gen,2024-11-22 15:09:15.500	,MS1,106.35232624,-6.30354787,89.75,143,-90.69,13.50,16343.51,22709.63
L1800 (2).gen,2024-11-22 15:09:16.500	,MS1,106.35228260,-6.30351718,90.32,143,-88.25,14.00,26042.10,26165.86
L1800 (2).gen,2024-11-22 15:09:17.500	,MS1,106.35223648,-6.30348153,90.35,143,-85.38,13.50,44898.34,24268.45
L1800 (2).gen,2024-11-22 15:09:18.500	,MS1,106.35219339,-6.30344868,90.31,143,-84.19,18.00,56891.68,22941.23
L1800 (2).gen,2024-11-22 15:09:19.500	,MS1,106.35213907,-6.30341065,90.13,143,-87.69,14.50,54706.85,21925.14
L1800 (2).gen,2024-11-22 15:09:20.500	,MS1,106.35209178,-6.30337705,89.94,143,-86.62,14.00,19593.57,24919.16
L1800 (2).gen,2024-11-22 15:09:21.500	,MS1,106.35204477,-6.30334680,89.98,143,-84.94,18.00,24624.86,23148.28
L1800 (2).gen,2024-11-22 15:09:22.500	,MS1,106.35198793,-6.30331618,90.21,143,-83.62,8.00,29990.10,24840.98
L1800 (2).gen,2024-11-22 15:09:23.500	,MS1,106.35193593,-6.30329633,90.30,143,-84.31,11.00,21208.58,28162.30
L1800 (2).gen,2024-11-22 15:09:24.500	,MS1,106.35187213,-6.30328071,90.24,143,-84.88,7.50,21110.58,22413.82
L1800 (2).gen,2024-11-22 15:09:25.500	,MS1,106.35181905,-6.30327804,90.16,143,-87.38,6.00,24771.01,26234.26
L1800 (2).gen,2024-11-22 15:09:26.500	,MS1,106.35176874,-6.30328570,90.23,143,-85.00,10.50,25523.11,22869.91
L1800 (2).gen,2024-11-22 15:09:27.500	,MS1,106.35172131,-6.30328974,90.35,143,-82.81,14.00,19259.62,17517.23
L1800 (2).gen,2024-11-22 15:09:28.500	,MS1,106.35166912,-6.30328323,90.25,143,-81.25,14.00,31956.62,46314.57
L1800 (2).gen,2024-11-22 15:09:29.500	,MS1,106.35162200,-6.30327288,90.03,143,-84.75,16.00,24254.63,21006.97
L1800 (2).gen,2024-11-22 15:09:30.500	,MS1,106.35157291,-6.30325686,89.83,143,-84.19,12.00,25618.55,23864.98
L1800 (2).gen,2024-11-22 15:09:31.500	,MS1,106.35152589,-6.30323852,89.57,143,-82.88,11.00,39986.25,27910.14
L1800 (2).gen,2024-11-22 15:09:32.500	,MS1,106.35147715,-6.30322221,89.48,143,-87.06,12.50,77363.45,24608.53
L1800 (2).gen,2024-11-22 15:09:33.500	,MS1,106.35143263,-6.30321094,89.53,143,-93.62,10.00,43655.61,25709.40
L1800 (2).gen,2024-11-22 15:09:34.500	,MS1,106.35137859,-6.30320058,89.35,143,-89.06,9.00,36730.18,24773.39
L1800 (2).gen,2024-11-22 15:09:35.500	,MS1,106.35132567,-6.30319200,89.24,143,-89.31,7.00,15523.22,26519.31
L1800 (2).gen,2024-11-22 15:09:36.500	,MS1,106.35127539,-6.30318448,88.96,143,-91.19,6.50,31349.10,21829.78
L1800 (2).gen,2024-11-22 15:09:37.500	,MS1,106.35122647,-6.30317495,88.88,143,-90.62,6.00,58316.62,23897.54
L1800 (2).gen,2024-11-22 15:09:38.500	,MS1,106.35117441,-6.30316299,88.93,143,-93.25,8.50,22247.47,26985.83
L1800 (2).gen,2024-11-22 15:09:39.500	,MS1,106.35112314,-6.30315029,88.90,143,-90.56,10.50,43276.45,21924.42
L1800 (2).gen,2024-11-22 15:09:40.500	,MS1,106.35107021,-6.30313621,89.01,143,-92.19,9.50,37201.43,24641.61
L1800 (2).gen,2024-11-22 15:09:41.500	,MS1,106.35101401,-6.30312030,88.57,143,-91.31,12.50,42997.71,25276.55
L1800 (2).gen,2024-11-22 15:09:42.500	,MS1,106.35095950,-6.30310249,88.41,143,-91.50,5.00,64506.36,24676.66
L1800 (2).gen,2024-11-22 15:09:43.500	,MS1,106.35090394,-6.30308090,88.62,143,-94.12,14.50,57203.60,20549.74
L1800 (2).gen,2024-11-22 15:09:44.500	,MS1,106.35084496,-6.30305519,88.70,143,-89.88,17.00,57044.55,28712.49
L1800 (2).gen,2024-11-22 15:09:45.500	,MS1,106.35078670,-6.30303181,88.36,143,-88.62,13.50,73189.33,25830.14
L1800 (2).gen,2024-11-22 15:09:46.500	,MS1,106.35072230,-6.30300897,87.95,143,-88.88,16.00,22453.17,19123.83
L1800 (2).gen,2024-11-22 15:09:47.500	,MS1,106.35066224,-6.30298887,87.68,143,-89.69,13.50,34709.27,21519.18
L1800 (2).gen,2024-11-22 15:09:48.500	,MS1,106.35060243,-6.30296889,87.71,143,-89.06,12.50,37118.12,30110.07
L1800 (2).gen,2024-11-22 15:09:49.500	,MS1,106.35054307,-6.30295023,88.47,143,-89.00,14.50,64655.42,26235.17
L1800 (2).gen,2024-11-22 15:09:50.500	,MS1,106.35048594,-6.30293231,88.65,143,-88.75,17.00,49809.82,24135.10
L1800 (2).gen,2024-11-22 15:09:51.500	,MS1,106.35043562,-6.30291427,88.43,143,-91.25,8.50,34543.35,24891.68
L1800 (2).gen,2024-11-22 15:09:52.500	,MS1,106.35039808,-6.30290021,88.36,143,-89.62,16.00,54295.20,25639.02
L1800 (2).gen,2024-11-22 15:09:53.500	,MS1,106.35035042,-6.30288187,87.75,143,-88.31,8.00,12040.83,11418.45
L1800 (2).gen,2024-11-22 15:09:54.500	,MS1,106.35026719,-6.30285090,87.55,143,-87.75,7.00,25931.31,22947.42
L1800 (2).gen,2024-11-22 15:09:55.500	,MS1,106.35022591,-6.30283604,87.94,143,-87.62,10.00,16714.75,20999.56
L1800 (2).gen,2024-11-22 15:09:56.500	,MS1,106.35018170,-6.30281989,87.82,143,-89.12,9.00,27087.17,22723.05
L1800 (2).gen,2024-11-22 15:09:57.500	,MS1,106.35013777,-6.30280487,87.67,143,-91.88,11.00,60422.19,45816.77
L1800 (2).gen,2024-11-22 15:09:58.500	,MS1,106.35010639,-6.30279333,87.40,143,-93.81,11.00,17855.38,5468.91
L1800 (2).gen,2024-11-22 15:09:59.500	,MS1,106.35008001,-6.30278194,87.28,143,-92.25,11.00,20073.23,12502.52
L1800 (2).gen,2024-11-22 15:10:00.500	,MS1,106.35006330,-6.30277435,86.97,143,-92.25,13.50,13697.24,8045.01
L1800 (2).gen,2024-11-22 15:10:01.500	,MS1,106.35005025,-6.30276762,86.43,143,-89.06,12.00,43213.93,22203.82
L1800 (2).gen,2024-11-22 15:10:02.500	,MS1,106.35003416,-6.30275941,86.48,143,-90.75,6.00,51849.64,24445.38
L1800 (2).gen,2024-11-22 15:10:03.500	,MS1,106.35001165,-6.30274737,86.39,143,-88.88,13.00,36690.24,18424.02
L1800 (2).gen,2024-11-22 15:10:04.500	,MS1,106.34998709,-6.30273051,85.95,143,-88.50,10.50,54205.27,26374.34
L1800 (2).gen,2024-11-22 15:10:05.500	,MS1,106.34995908,-6.30271085,85.62,143,-89.62,7.50,28877.84,16544.11
L1800 (2).gen,2024-11-22 15:10:06.500	,MS1,106.34993120,-6.30269270,85.86,143,-89.69,8.00,79152.75,35819.39
L1800 (2).gen,2024-11-22 15:10:07.500	,MS1,106.34989954,-6.30267350,86.21,143,-90.25,9.00,77690.74,21485.63
L1800 (2).gen,2024-11-22 15:10:08.500	,MS1,106.34987159,-6.30265836,86.10,143,-90.38,9.50,34784.83,17298.86
L1800 (2).gen,2024-11-22 15:10:09.500	,MS1,106.34984418,-6.30264177,85.86,143,-90.25,9.00,21347.10,14130.78
L1800 (2).gen,2024-11-22 15:10:10.500	,MS1,106.34981175,-6.30262010,85.69,143,-92.62,5.00,19578.40,14989.77
L1800 (2).gen,2024-11-22 15:10:11.500	,MS1,106.34978046,-6.30260145,85.74,143,-90.88,12.00,21318.53,18892.98
L1800 (2).gen,2024-11-22 15:10:12.500	,MS1,106.34975081,-6.30258241,85.57,143,-92.81,11.50,44206.03,26689.95
L1800 (2).gen,2024-11-22 15:10:13.500	,MS1,106.34972082,-6.30256397,85.26,143,-91.12,7.00,24537.15,17984.35
L1800 (2).gen,2024-11-22 15:10:14.500	,MS1,106.34969062,-6.30255028,85.22,143,-89.94,10.00,39277.89,24350.38
L1800 (2).gen,2024-11-22 15:10:15.500	,MS1,106.34965920,-6.30253828,85.07,143,-89.00,12.00,31324.49,27909.17
L1800 (2).gen,2024-11-22 15:10:16.500	,MS1,106.34963022,-6.30252910,84.91,143,-86.25,13.00,21341.33,15423.88
L1800 (2).gen,2024-11-22 15:10:17.500	,MS1,106.34960756,-6.30252167,85.02,143,-86.62,16.00,18267.06,17003.42
L1800 (2).gen,2024-11-22 15:10:18.500	,MS1,106.34959413,-6.30251642,85.39,143,-87.25,18.50,40644.07,29432.68
L1800 (2).gen,2024-11-22 15:10:19.500	,MS1,106.34957903,-6.30250964,85.59,143,-87.50,15.50,16828.83,20715.45
L1800 (2).gen,2024-11-22 15:10:20.500	,MS1,106.34955838,-6.30250158,85.51,143,-89.00,7.00,20714.88,18121.02
L1800 (2).gen,2024-11-22 15:10:21.500	,MS1,106.34952773,-6.30249105,85.53,143,-90.69,12.00,15321.61,19598.08
L1800 (2).gen,2024-11-22 15:10:22.500	,MS1,106.34948611,-6.30247813,85.62,143,-91.94,8.50,42845.58,23141.17
L1800 (2).gen,2024-11-22 15:10:23.500	,MS1,106.34944102,-6.30246820,85.81,143,-95.31,12.00,32097.56,14382.31
L1800 (2).gen,2024-11-22 15:10:24.500	,MS1,106.34940148,-6.30246385,86.15,143,-97.00,10.00,26148.91,11212.45
L1800 (2).gen,2024-11-22 15:10:25.500	,MS1,106.34935735,-6.30245640,86.41,143,-97.50,9.00,12266.40,10666.62
L1800 (2).gen,2024-11-22 15:10:26.500	,MS1,106.34931983,-6.30244448,86.46,143,-98.00,8.50,4965.28,9288.14
L1800 (2).gen,2024-11-22 15:10:27.500	,MS1,106.34928431,-6.30243178,86.71,143,-100.00,8.50,10444.94,11139.63
L1800 (2).gen,2024-11-22 15:10:28.500	,MS1,106.34926011,-6.30242236,86.96,143,-101.38,11.00,9466.18,19288.42
L1800 (2).gen,2024-11-22 15:10:29.500	,MS1,106.34923481,-6.30240931,86.34,143,-98.25,11.00,8118.15,9777.28
L1800 (2).gen,2024-11-22 15:10:30.500	,MS1,106.34919519,-6.30239339,85.05,143,-97.06,7.50,7254.13,9987.84
L1800 (2).gen,2024-11-22 15:10:31.500	,MS1,106.34915930,-6.30238516,84.96,143,-95.25,5.50,4651.72,14461.67
L1800 (2).gen,2024-11-22 15:10:32.500	,MS1,106.34912068,-6.30237641,85.87,143,-93.75,9.00,9613.64,16924.12
L1800 (2).gen,2024-11-22 15:10:33.500	,MS1,106.34907844,-6.30236667,84.39,143,-93.25,4.00,8083.74,11222.27
L1800 (2).gen,2024-11-22 15:10:34.500	,MS1,106.34903368,-6.30235536,82.54,143,-94.50,3.50,3187.46,10565.34
L1800 (2).gen,2024-11-22 15:10:35.500	,MS1,106.34896999,-6.30234164,81.39,143,-88.00,3.00,12880.88,13217.37
L1800 (2).gen,2024-11-22 15:10:36.500	,MS1,106.34890207,-6.30232942,80.61,143,-90.62,2.50,17414.99,20045.05
L1800 (2).gen,2024-11-22 15:10:37.500	,MS1,106.34884402,-6.30231830,81.00,143,-92.12,9.00,17556.69,18209.93
L1800 (2).gen,2024-11-22 15:10:38.500	,MS1,106.34879049,-6.30230637,81.42,143,-91.69,7.50,15232.86,11796.77
L1800 (2).gen,2024-11-22 15:10:39.500	,MS1,106.34873996,-6.30229438,81.84,143,-91.50,8.50,16171.07,11159.59
L1800 (2).gen,2024-11-22 15:10:40.500	,MS1,106.34869531,-6.30228481,82.26,143,-93.75,11.50,6943.49,11021.57
L1800 (2).gen,2024-11-22 15:10:41.500	,MS1,106.34866155,-6.30227867,82.62,143,-90.38,10.00,10618.90,12386.37
L1800 (2).gen,2024-11-22 15:10:42.500	,MS1,106.34863460,-6.30227354,83.13,143,-85.88,8.50,25769.77,32447.70
L1800 (2).gen,2024-11-22 15:10:43.500	,MS1,106.34861625,-6.30226974,83.30,143,-87.06,12.00,58214.80,24861.38
L1800 (2).gen,2024-11-22 15:10:44.500	,MS1,106.34860251,-6.30226630,83.50,143,-86.94,6.00,27521.02,15941.50
L1800 (2).gen,2024-11-22 15:10:45.500	,MS1,106.34858899,-6.30226303,83.74,143,-86.25,12.00,52547.10,41541.68
L1800 (2).gen,2024-11-22 15:10:46.500	,MS1,106.34857685,-6.30226077,83.82,143,-85.12,8.00,64320.22,20517.90
L1800 (2).gen,2024-11-22 15:10:47.500	,MS1,106.34854870,-6.30224899,83.90,143,-84.31,10.50,56489.31,24946.38
L1800 (2).gen,2024-11-22 15:10:48.500	,MS1,106.34850187,-6.30222797,84.02,143,-81.44,15.50,27069.71,21081.72
L1800 (2).gen,2024-11-22 15:10:49.500	,MS1,106.34847029,-6.30221264,84.17,143,-81.88,18.00,14795.34,15104.11
L1800 (2).gen,2024-11-22 15:10:50.500	,MS1,106.34844133,-6.30219646,84.28,143,-84.06,11.50,19147.66,17774.45
L1800 (2).gen,2024-11-22 15:10:51.500	,MS1,106.34841807,-6.30217822,84.46,143,-87.94,13.00,32301.69,24750.42
L1800 (2).gen,2024-11-22 15:10:52.500	,MS1,106.34839597,-6.30215936,84.65,143,-88.88,4.50,42095.81,24240.23
L1800 (2).gen,2024-11-22 15:10:53.500	,MS1,106.34837545,-6.30214682,84.60,143,-86.38,11.50,8971.21,8392.53
L1800 (2).gen,2024-11-22 15:10:54.500	,MS1,106.34835187,-6.30213734,84.71,143,-92.00,7.00,14679.55,14808.42
L1800 (2).gen,2024-11-22 15:10:55.500	,MS1,106.34832584,-6.30212951,85.05,143,-90.44,10.00,28037.66,25230.96
