File Name,Time,MS,Longitude,Latitude,Height(m),"LTE PCC Serving PCI","LTE PCC Serving RSRP(dBm)","LTE PCC Serving SINR(dB)","LTE DL App Throughput(kbps)","LTE UL App Throughput(kbps)"
L1800 (15).gen,2024-10-18 16:52:57.500	,MS1,107.09329683,-6.38960073,63.08,53,-80.75,5.25,81.63,3437.82
L1800 (15).gen,2024-10-18 16:52:58.500	,MS1,107.09328338,-6.38962190,62.79,53,-89.81,0.75,661.64,2471.70
L1800 (15).gen,2024-10-18 16:52:59.500	,MS1,107.09327317,-6.38964287,62.57,53,-93.82,0.50,781.04,2391.36
L1800 (15).gen,2024-10-18 16:53:00.500	,MS1,107.09326725,-6.38966142,62.51,53,-95.39,-5.25,685.30,1673.77
L1800 (15).gen,2024-10-18 16:53:01.500	,MS1,107.09326620,-6.38967642,62.48,53,-93.58,1.75,2215.76,2005.81
L1800 (15).gen,2024-10-18 16:53:02.500	,MS1,107.09326734,-6.38968332,62.45,249,-91.04,-0.75,1022.08,590.89
L1800 (15).gen,2024-10-18 16:53:03.500	,MS1,107.09326751,-6.38968414,62.45,249,-93.34,2.33,1.47,11.83
L1800 (15).gen,2024-10-18 16:53:04.500	,MS1,107.09326751,-6.38968414,62.45,249,-93.48,2.25,1339.94,10403.32
L1800 (15).gen,2024-10-18 16:53:05.500	,MS1,107.09326751,-6.38968414,62.45,249,-91.30,1.00,5303.84,14019.97
L1800 (15).gen,2024-10-18 16:53:06.500	,MS1,107.09326751,-6.38968414,62.45,249,-92.28,0.50,10298.49,15563.69
L1800 (15).gen,2024-10-18 16:53:07.500	,MS1,107.09326751,-6.38968414,62.45,249,-91.58,2.50,18193.60,14106.28
L1800 (15).gen,2024-10-18 16:53:08.500	,MS1,107.09326751,-6.38968414,62.45,249,-92.22,3.75,19183.28,15755.18
L1800 (15).gen,2024-10-18 16:53:09.500	,MS1,107.09326751,-6.38968414,62.45,249,-91.50,4.50,14626.62,14972.77
L1800 (15).gen,2024-10-18 16:53:10.500	,MS1,107.09326751,-6.38968414,62.45,249,-90.68,4.33,20763.78,15554.30
L1800 (15).gen,2024-10-18 16:53:11.500	,MS1,107.09326751,-6.38968414,62.45,249,-90.99,1.75,15759.49,19440.22
L1800 (15).gen,2024-10-18 16:53:12.500	,MS1,107.09326751,-6.38968414,62.45,249,-93.03,1.25,17352.35,14899.98
L1800 (15).gen,2024-10-18 16:53:13.500	,MS1,107.09326751,-6.38968414,62.45,249,-92.12,0.00,19318.24,16085.44
L1800 (15).gen,2024-10-18 16:53:14.500	,MS1,107.09326751,-6.38968414,62.45,249,-93.10,3.25,12080.08,15613.80
L1800 (15).gen,2024-10-18 16:53:15.500	,MS1,107.09326751,-6.38968414,62.45,249,-93.24,3.50,9802.89,11966.20
L1800 (15).gen,2024-10-18 16:53:16.500	,MS1,107.09326751,-6.38968414,62.45,249,-92.61,4.50,5383.39,3177.05
L1800 (15).gen,2024-10-18 16:53:17.500	,MS1,107.09326751,-6.38968414,62.45,249,-91.23,0.75,11889.31,18205.39
L1800 (15).gen,2024-10-18 16:53:18.500	,MS1,107.09326751,-6.38968414,62.45,249,-98.00,-2.33,10879.14,16399.01
L1800 (15).gen,2024-10-18 16:53:19.500	,MS1,107.09326751,-6.38968414,62.45,53,-96.81,-2.50,11433.55,14365.94
L1800 (15).gen,2024-10-18 16:53:20.500	,MS1,107.09326751,-6.38968414,62.45,53,-97.84,-1.25,5434.80,11866.67
L1800 (15).gen,2024-10-18 16:53:21.500	,MS1,107.09326751,-6.38968414,62.45,53,-92.73,-1.75,3151.44,10224.29
L1800 (15).gen,2024-10-18 16:53:22.500	,MS1,107.09326287,-6.38968977,62.75,249,-92.70,-6.25,3311.39,4699.83
L1800 (15).gen,2024-10-18 16:53:23.500	,MS1,107.09325708,-6.38970234,63.09,249,-90.71,-1.50,0.00,0.00
L1800 (15).gen,2024-10-18 16:53:24.500	,MS1,107.09324968,-6.38971899,63.52,53,-90.48,-2.25,197.93,9811.89
L1800 (15).gen,2024-10-18 16:53:25.500	,MS1,107.09324235,-6.38973712,63.87,53,-93.85,5.00,221.37,16868.29
L1800 (15).gen,2024-10-18 16:53:26.500	,MS1,107.09323336,-6.38975726,64.07,53,-89.42,5.25,78.64,15.02
L1800 (15).gen,2024-10-18 16:53:27.500	,MS1,107.09322406,-6.38977928,64.25,53,-89.05,3.75,293.82,12304.13
L1800 (15).gen,2024-10-18 16:53:28.500	,MS1,107.09321628,-6.38980592,64.51,249,-98.46,-11.50,658.90,1472.64
L1800 (15).gen,2024-10-18 16:53:29.500	,MS1,107.09320990,-6.38982351,64.68,249,-100.75,-14.75,33.53,2.61
L1800 (15).gen,2024-10-18 16:53:30.500	,MS1,107.09320355,-6.38984083,64.88,249,-98.85,-17.50,0.00,11.21
L1800 (15).gen,2024-10-18 16:53:31.500	,MS1,107.09319637,-6.38986169,65.00,249,-97.38,-18.25,0.00,55.78
L1800 (15).gen,2024-10-18 16:53:32.500	,MS1,107.09318972,-6.38988600,65.11,249,-97.07,-8.00,206.67,3402.95
L1800 (15).gen,2024-10-18 16:53:33.500	,MS1,107.09318398,-6.38990795,65.15,53,-91.89,4.50,1011.19,3130.43
L1800 (15).gen,2024-10-18 16:53:34.500	,MS1,107.09317800,-6.38993271,65.14,53,-90.35,8.00,0.00,0.00
L1800 (15).gen,2024-10-18 16:53:35.500	,MS1,107.09317318,-6.38995428,65.28,53,-83.57,13.25,91.13,1345.49
L1800 (15).gen,2024-10-18 16:53:36.500	,MS1,107.09316733,-6.38997957,65.46,53,-79.67,13.00,293.05,2363.50
L1800 (15).gen,2024-10-18 16:53:37.500	,MS1,107.09316105,-6.39000241,65.58,53,-80.47,13.50,219.93,1699.36
L1800 (15).gen,2024-10-18 16:53:38.500	,MS1,107.09315473,-6.39002723,65.62,53,-80.40,14.00,378.93,2503.25
L1800 (15).gen,2024-10-18 16:53:39.500	,MS1,107.09314937,-6.39004708,65.54,53,-84.68,11.25,462.73,2441.69
L1800 (15).gen,2024-10-18 16:53:40.500	,MS1,107.09314334,-6.39006724,65.53,53,-85.77,10.67,617.51,964.58
L1800 (15).gen,2024-10-18 16:53:41.500	,MS1,107.09313824,-6.39008596,65.59,53,-87.49,7.75,582.44,1678.02
L1800 (15).gen,2024-10-18 16:53:42.500	,MS1,107.09313334,-6.39010112,65.68,53,-89.60,8.25,1736.58,2901.98
L1800 (15).gen,2024-10-18 16:53:43.500	,MS1,107.09312856,-6.39011557,65.75,53,-83.91,9.75,1932.35,1912.96
L1800 (15).gen,2024-10-18 16:53:44.500	,MS1,107.09312370,-6.39013277,65.91,53,-78.96,9.25,4343.25,2602.45
L1800 (15).gen,2024-10-18 16:53:45.500	,MS1,107.09311978,-6.39014652,66.04,53,-77.08,13.25,4272.77,2529.41
L1800 (15).gen,2024-10-18 16:53:46.500	,MS1,107.09311515,-6.39016022,66.05,53,-76.16,14.00,3729.54,2805.76
L1800 (15).gen,2024-10-18 16:53:47.500	,MS1,107.09311129,-6.39017028,66.11,53,-76.02,12.25,5746.30,2488.16
L1800 (15).gen,2024-10-18 16:53:48.500	,MS1,107.09310938,-6.39017574,66.23,53,-76.38,13.33,9238.87,2782.25
L1800 (15).gen,2024-10-18 16:53:49.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.39,11.00,4994.83,2328.82
L1800 (15).gen,2024-10-18 16:53:50.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.24,13.25,3806.82,2311.64
L1800 (15).gen,2024-10-18 16:53:51.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.26,11.25,2217.72,2142.53
L1800 (15).gen,2024-10-18 16:53:52.500	,MS1,107.09310908,-6.39017673,66.27,53,-75.90,12.50,5478.16,2529.53
L1800 (15).gen,2024-10-18 16:53:53.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.30,12.25,4184.87,2210.73
L1800 (15).gen,2024-10-18 16:53:54.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.40,10.75,4613.50,2046.75
L1800 (15).gen,2024-10-18 16:53:55.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.85,14.33,1911.64,2426.27
L1800 (15).gen,2024-10-18 16:53:56.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.89,13.00,8359.99,2825.97
L1800 (15).gen,2024-10-18 16:53:57.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.80,12.50,3820.61,2234.79
L1800 (15).gen,2024-10-18 16:53:58.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.80,13.50,3147.14,2167.18
L1800 (15).gen,2024-10-18 16:53:59.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.80,12.00,2987.16,2692.18
L1800 (15).gen,2024-10-18 16:54:00.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.44,11.50,3312.38,2533.46
L1800 (15).gen,2024-10-18 16:54:01.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.15,12.75,2911.62,2392.11
L1800 (15).gen,2024-10-18 16:54:02.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.67,12.00,5084.55,2159.57
L1800 (15).gen,2024-10-18 16:54:03.500	,MS1,107.09310908,-6.39017673,66.27,53,-76.52,10.50,4251.94,2233.07
L1800 (15).gen,2024-10-18 16:54:04.500	,MS1,107.09310908,-6.39017673,66.27,53,-78.67,10.75,3858.71,2649.05
L1800 (15).gen,2024-10-18 16:54:05.500	,MS1,107.09310908,-6.39017673,66.27,53,-77.65,9.75,5085.73,2734.18
L1800 (15).gen,2024-10-18 16:54:06.500	,MS1,107.09310647,-6.39017948,66.18,53,-79.07,12.25,2493.02,1848.61
L1800 (15).gen,2024-10-18 16:54:07.500	,MS1,107.09309987,-6.39018480,66.12,53,-79.88,10.75,3115.23,3244.47
L1800 (15).gen,2024-10-18 16:54:08.500	,MS1,107.09308952,-6.39019281,66.07,53,-83.01,12.00,1326.08,4065.48
L1800 (15).gen,2024-10-18 16:54:09.500	,MS1,107.09307822,-6.39020583,65.87,53,-81.34,11.33,174.67,4426.10
L1800 (15).gen,2024-10-18 16:54:10.500	,MS1,107.09306432,-6.39022299,65.77,53,-82.12,10.75,2489.47,4858.88
L1800 (15).gen,2024-10-18 16:54:11.500	,MS1,107.09305184,-6.39023979,65.71,53,-81.52,10.25,1942.23,5703.75
L1800 (15).gen,2024-10-18 16:54:12.500	,MS1,107.09304439,-6.39025642,65.72,53,-82.03,9.25,4645.41,5073.47
L1800 (15).gen,2024-10-18 16:54:13.500	,MS1,107.09303833,-6.39027272,65.76,53,-86.86,9.50,3891.53,4377.70
L1800 (15).gen,2024-10-18 16:54:14.500	,MS1,107.09303098,-6.39029116,65.89,53,-90.61,8.25,2925.31,2793.02
L1800 (15).gen,2024-10-18 16:54:15.500	,MS1,107.09302424,-6.39030811,65.94,53,-92.19,6.00,2237.85,4687.45
L1800 (15).gen,2024-10-18 16:54:16.500	,MS1,107.09301894,-6.39032671,65.97,53,-93.60,5.67,864.91,4643.53
L1800 (15).gen,2024-10-18 16:54:17.500	,MS1,107.09301354,-6.39034724,66.07,53,-93.59,4.50,4547.89,5172.64
L1800 (15).gen,2024-10-18 16:54:18.500	,MS1,107.09300599,-6.39036275,66.27,53,-94.04,5.75,2440.41,4748.61
L1800 (15).gen,2024-10-18 16:54:19.500	,MS1,107.09299555,-6.39037754,66.44,53,-96.15,3.00,6046.40,3810.05
L1800 (15).gen,2024-10-18 16:54:20.500	,MS1,107.09298423,-6.39039156,66.55,53,-97.18,1.25,2804.32,3282.73
L1800 (15).gen,2024-10-18 16:54:21.500	,MS1,107.09297313,-6.39040981,66.87,53,-95.70,3.25,2965.32,3370.52
L1800 (15).gen,2024-10-18 16:54:22.500	,MS1,107.09296538,-6.39043131,67.11,53,-95.85,6.75,7625.28,4556.37
L1800 (15).gen,2024-10-18 16:54:23.500	,MS1,107.09295759,-6.39045531,67.30,53,-94.91,3.67,7583.52,4142.56
L1800 (15).gen,2024-10-18 16:54:24.500	,MS1,107.09295243,-6.39047811,67.34,53,-93.34,7.00,8187.87,3380.61
L1800 (15).gen,2024-10-18 16:54:25.500	,MS1,107.09295009,-6.39050299,67.39,53,-91.34,6.00,9725.47,3765.43
L1800 (15).gen,2024-10-18 16:54:26.500	,MS1,107.09294712,-6.39052193,67.40,53,-94.79,6.50,4245.87,4006.54
L1800 (15).gen,2024-10-18 16:54:27.500	,MS1,107.09294195,-6.39054209,67.32,53,-93.28,6.50,9594.36,4962.84
L1800 (15).gen,2024-10-18 16:54:28.500	,MS1,107.09293334,-6.39056410,67.16,53,-91.68,8.75,10851.39,5009.28
L1800 (15).gen,2024-10-18 16:54:29.500	,MS1,107.09292723,-6.39058505,66.95,53,-89.14,11.75,4863.61,4538.55
L1800 (15).gen,2024-10-18 16:54:30.500	,MS1,107.09292295,-6.39060605,66.41,53,-90.19,8.33,9178.88,5599.88
L1800 (15).gen,2024-10-18 16:54:31.500	,MS1,107.09291715,-6.39062445,65.89,53,-88.10,13.50,3324.78,5650.15
L1800 (15).gen,2024-10-18 16:54:32.500	,MS1,107.09290974,-6.39064726,65.16,53,-90.12,11.75,2218.02,7115.50
L1800 (15).gen,2024-10-18 16:54:33.500	,MS1,107.09290087,-6.39067178,64.44,53,-89.48,12.50,5542.75,7590.50
L1800 (15).gen,2024-10-18 16:54:34.500	,MS1,107.09288854,-6.39069753,64.01,53,-88.70,10.50,187.68,6793.30
L1800 (15).gen,2024-10-18 16:54:35.500	,MS1,107.09287524,-6.39071796,63.80,53,-90.62,9.75,4730.65,6216.61
L1800 (15).gen,2024-10-18 16:54:36.500	,MS1,107.09286426,-6.39073882,63.81,53,-91.03,8.50,1909.51,4644.19
L1800 (15).gen,2024-10-18 16:54:37.500	,MS1,107.09285517,-6.39076050,63.89,53,-91.19,10.67,6735.16,6019.12
L1800 (15).gen,2024-10-18 16:54:38.500	,MS1,107.09284483,-6.39078234,63.90,53,-89.99,10.00,7159.37,3840.79
L1800 (15).gen,2024-10-18 16:54:39.500	,MS1,107.09283412,-6.39080236,63.89,53,-87.71,12.00,4558.61,4242.77
L1800 (15).gen,2024-10-18 16:54:40.500	,MS1,107.09282323,-6.39082369,64.12,53,-84.70,16.00,5221.00,4012.84
L1800 (15).gen,2024-10-18 16:54:41.500	,MS1,107.09280746,-6.39084688,64.32,53,-84.58,12.75,6563.96,6301.32
L1800 (15).gen,2024-10-18 16:54:42.500	,MS1,107.09279360,-6.39086932,64.50,53,-85.86,13.25,8365.48,5905.31
L1800 (15).gen,2024-10-18 16:54:43.500	,MS1,107.09277492,-6.39089749,64.57,53,-88.68,13.25,10713.46,4609.80
L1800 (15).gen,2024-10-18 16:54:44.500	,MS1,107.09275784,-6.39092415,64.78,53,-89.51,12.00,5903.12,3784.97
L1800 (15).gen,2024-10-18 16:54:45.500	,MS1,107.09274417,-6.39094856,65.54,53,-91.78,12.50,5003.86,3682.39
L1800 (15).gen,2024-10-18 16:54:46.500	,MS1,107.09273372,-6.39097285,66.04,53,-92.44,12.00,8278.25,3874.70
L1800 (15).gen,2024-10-18 16:54:47.500	,MS1,107.09272250,-6.39099902,66.19,53,-92.83,14.50,7160.22,2707.12
L1800 (15).gen,2024-10-18 16:54:48.500	,MS1,107.09271209,-6.39102258,66.36,53,-92.24,8.75,3796.72,1594.34
L1800 (15).gen,2024-10-18 16:54:49.500	,MS1,107.09270586,-6.39104256,66.45,53,-91.53,8.00,5571.19,3444.89
L1800 (15).gen,2024-10-18 16:54:50.500	,MS1,107.09269946,-6.39106664,66.57,53,-90.35,11.25,6544.43,2849.18
L1800 (15).gen,2024-10-18 16:54:51.500	,MS1,107.09269530,-6.39108803,66.69,53,-88.47,9.67,10059.57,2210.30
L1800 (15).gen,2024-10-18 16:54:52.500	,MS1,107.09269162,-6.39110621,66.87,53,-87.65,11.00,10230.77,2378.16
L1800 (15).gen,2024-10-18 16:54:53.500	,MS1,107.09268761,-6.39112288,67.00,53,-90.78,7.75,8631.94,2751.97
L1800 (15).gen,2024-10-18 16:54:54.500	,MS1,107.09268314,-6.39113725,67.05,53,-89.89,8.25,5317.93,2333.85
L1800 (15).gen,2024-10-18 16:54:55.500	,MS1,107.09267716,-6.39115062,67.13,53,-88.75,10.75,6656.16,2307.70
L1800 (15).gen,2024-10-18 16:54:56.500	,MS1,107.09266975,-6.39116593,67.27,53,-87.74,13.00,11101.89,3006.24
L1800 (15).gen,2024-10-18 16:54:57.500	,MS1,107.09266120,-6.39118272,67.46,53,-89.24,14.50,9836.00,3766.85
L1800 (15).gen,2024-10-18 16:54:58.500	,MS1,107.09265264,-6.39120041,67.52,53,-86.28,15.67,8740.42,4885.76
L1800 (15).gen,2024-10-18 16:54:59.500	,MS1,107.09264579,-6.39121792,67.37,53,-86.72,15.75,8259.54,6251.50
L1800 (15).gen,2024-10-18 16:55:00.500	,MS1,107.09263892,-6.39123874,67.20,53,-81.60,17.25,5006.80,7192.09
L1800 (15).gen,2024-10-18 16:55:01.500	,MS1,107.09263193,-6.39125936,67.00,53,-84.46,16.75,9121.76,7261.00
L1800 (15).gen,2024-10-18 16:55:02.500	,MS1,107.09262410,-6.39128007,66.80,53,-84.46,17.75,4372.37,5465.75
L1800 (15).gen,2024-10-18 16:55:03.500	,MS1,107.09261423,-6.39130258,66.78,53,-82.79,15.50,3287.43,5543.01
L1800 (15).gen,2024-10-18 16:55:04.500	,MS1,107.09260399,-6.39132444,66.95,53,-83.19,15.50,6269.74,4757.01
L1800 (15).gen,2024-10-18 16:55:05.500	,MS1,107.09259809,-6.39134080,66.89,53,-82.87,14.67,4438.88,4513.22
L1800 (15).gen,2024-10-18 16:55:06.500	,MS1,107.09259326,-6.39135711,66.94,53,-84.80,14.25,3004.59,4137.40
L1800 (15).gen,2024-10-18 16:55:07.500	,MS1,107.09258614,-6.39137786,67.00,53,-84.07,15.50,6897.94,3786.67
L1800 (15).gen,2024-10-18 16:55:08.500	,MS1,107.09257827,-6.39140069,67.01,53,-85.32,15.75,4405.07,3647.58
L1800 (15).gen,2024-10-18 16:55:09.500	,MS1,107.09257244,-6.39142040,66.97,53,-82.51,13.50,6956.99,2854.37
L1800 (15).gen,2024-10-18 16:55:10.500	,MS1,107.09256559,-6.39144574,66.82,53,-82.97,13.50,7318.86,3337.17
L1800 (15).gen,2024-10-18 16:55:11.500	,MS1,107.09255783,-6.39146787,66.70,53,-77.34,17.25,14418.69,2940.06
L1800 (15).gen,2024-10-18 16:55:12.500	,MS1,107.09254965,-6.39148813,66.71,53,-78.54,15.00,5862.66,2802.30
L1800 (15).gen,2024-10-18 16:55:13.500	,MS1,107.09254157,-6.39151096,66.91,53,-85.36,14.50,9626.25,2473.77
L1800 (15).gen,2024-10-18 16:55:14.500	,MS1,107.09253408,-6.39153311,67.02,53,-86.28,16.25,6933.47,2862.40
L1800 (15).gen,2024-10-18 16:55:15.500	,MS1,107.09252706,-6.39155057,67.12,53,-88.45,14.25,4391.19,2433.25
L1800 (15).gen,2024-10-18 16:55:16.500	,MS1,107.09252131,-6.39156618,67.27,53,-90.88,15.00,13880.42,3276.26
L1800 (15).gen,2024-10-18 16:55:17.500	,MS1,107.09251485,-6.39158190,67.35,53,-94.74,14.50,9730.88,3365.43
L1800 (15).gen,2024-10-18 16:55:18.500	,MS1,107.09250826,-6.39159587,67.36,53,-90.59,13.75,8770.73,4665.29
L1800 (15).gen,2024-10-18 16:55:19.500	,MS1,107.09250155,-6.39161013,67.46,53,-83.94,14.00,9996.49,6025.80
L1800 (15).gen,2024-10-18 16:55:20.500	,MS1,107.09249326,-6.39162804,67.30,53,-86.58,15.25,7399.52,6995.33
L1800 (15).gen,2024-10-18 16:55:21.500	,MS1,107.09248642,-6.39164368,67.09,53,-89.15,15.50,5326.75,8243.85
L1800 (15).gen,2024-10-18 16:55:22.500	,MS1,107.09247495,-6.39166289,66.95,53,-89.35,15.00,5547.36,8714.21
L1800 (15).gen,2024-10-18 16:55:23.500	,MS1,107.09246319,-6.39168531,66.88,53,-87.70,13.00,6249.17,7865.42
L1800 (15).gen,2024-10-18 16:55:24.500	,MS1,107.09245627,-6.39170833,66.71,53,-89.02,12.00,5281.32,5941.53
L1800 (15).gen,2024-10-18 16:55:25.500	,MS1,107.09245222,-6.39173028,66.48,53,-88.46,12.75,3947.20,6226.88
L1800 (15).gen,2024-10-18 16:55:26.500	,MS1,107.09244976,-6.39175511,66.18,53,-86.48,13.33,3393.63,5719.77
L1800 (15).gen,2024-10-18 16:55:27.500	,MS1,107.09244690,-6.39178029,65.63,53,-87.88,12.75,3415.65,5017.09
L1800 (15).gen,2024-10-18 16:55:28.500	,MS1,107.09244509,-6.39180783,64.95,53,-86.45,13.00,2384.40,4890.37
L1800 (15).gen,2024-10-18 16:55:29.500	,MS1,107.09244295,-6.39182953,64.36,53,-85.22,13.75,3107.10,4308.80
L1800 (15).gen,2024-10-18 16:55:30.500	,MS1,107.09244034,-6.39185491,63.44,53,-85.55,15.50,257.05,4201.75
L1800 (15).gen,2024-10-18 16:55:31.500	,MS1,107.09243904,-6.39187704,62.74,53,-86.88,15.50,2672.29,4616.78
L1800 (15).gen,2024-10-18 16:55:32.500	,MS1,107.09243617,-6.39189714,62.00,53,-88.94,15.00,3249.46,4500.62
L1800 (15).gen,2024-10-18 16:55:33.500	,MS1,107.09243298,-6.39191722,61.55,53,-90.40,12.25,6161.12,3823.78
L1800 (15).gen,2024-10-18 16:55:34.500	,MS1,107.09242903,-6.39193923,61.14,53,-89.75,13.67,5545.55,3683.94
L1800 (15).gen,2024-10-18 16:55:35.500	,MS1,107.09242466,-6.39196002,60.72,53,-92.74,12.00,6037.22,2820.28
L1800 (15).gen,2024-10-18 16:55:36.500	,MS1,107.09241776,-6.39198175,60.40,53,-89.99,11.00,10802.11,3300.21
L1800 (15).gen,2024-10-18 16:55:37.500	,MS1,107.09240566,-6.39200824,60.31,53,-88.53,12.75,4681.53,2883.42
L1800 (15).gen,2024-10-18 16:55:38.500	,MS1,107.09239395,-6.39202903,60.28,53,-90.80,11.00,7349.09,2449.15
L1800 (15).gen,2024-10-18 16:55:39.500	,MS1,107.09238018,-6.39204211,60.30,53,-91.03,11.25,7255.88,2251.19
L1800 (15).gen,2024-10-18 16:55:40.500	,MS1,107.09236378,-6.39204887,60.28,53,-88.90,13.50,5733.74,2017.80
L1800 (15).gen,2024-10-18 16:55:41.500	,MS1,107.09234545,-6.39204859,60.26,53,-91.15,13.00,4328.90,1864.29
L1800 (15).gen,2024-10-18 16:55:42.500	,MS1,107.09232722,-6.39204497,60.09,53,-98.13,9.50,3691.23,1630.06
L1800 (15).gen,2024-10-18 16:55:43.500	,MS1,107.09230623,-6.39203998,59.81,53,-100.75,8.50,3638.63,1503.26
L1800 (15).gen,2024-10-18 16:55:44.500	,MS1,107.09228728,-6.39203568,59.54,53,-103.41,6.50,4219.96,1292.49
L1800 (15).gen,2024-10-18 16:55:45.500	,MS1,107.09226903,-6.39203282,59.39,53,-102.78,7.00,11468.84,1090.70
L1800 (15).gen,2024-10-18 16:55:46.500	,MS1,107.09224955,-6.39202862,59.28,53,-103.51,8.50,11419.44,1461.11
L1800 (15).gen,2024-10-18 16:55:47.500	,MS1,107.09222856,-6.39202531,59.19,53,-101.01,9.50,15982.17,1229.43
L1800 (15).gen,2024-10-18 16:55:48.500	,MS1,107.09220823,-6.39202438,59.48,53,-95.64,8.67,14950.09,1121.51
L1800 (15).gen,2024-10-18 16:55:49.500	,MS1,107.09218901,-6.39202398,59.99,53,-99.23,10.25,25561.64,1982.02
