File Name,Time,MS,Longitude,Latitude,Height(m),"LTE PCC Serving PCI","LTE PCC Serving RSRP(dBm)","LTE PCC Serving SINR(dB)","LTE DL App Throughput(kbps)","LTE UL App Throughput(kbps)"
L2300 (1).gen,2024-11-16 02:20:16.500	,MS1,106.79313482,-6.15457967,31.66,247,-74.15,16.75,11256.78,11206.87
L2300 (1).gen,2024-11-16 02:20:17.500	,MS1,106.79314898,-6.15454133,31.50,247,-72.91,14.25,4450.37,1374.08
L2300 (1).gen,2024-11-16 02:20:18.500	,MS1,106.79316769,-6.15450167,31.01,247,-73.12,15.75,5860.96,6878.11
L2300 (1).gen,2024-11-16 02:20:19.500	,MS1,106.79318549,-6.15446389,30.51,247,-72.46,15.25,6291.40,8730.37
L2300 (1).gen,2024-11-16 02:20:20.500	,MS1,106.79320049,-6.15442745,30.04,247,-72.48,14.00,8540.00,9857.60
L2300 (1).gen,2024-11-16 02:20:21.500	,MS1,106.79321490,-6.15439238,29.72,247,-69.29,17.00,9067.55,5897.44
L2300 (1).gen,2024-11-16 02:20:22.500	,MS1,106.79323127,-6.15435470,29.52,247,-68.03,18.25,10171.50,10472.78
L2300 (1).gen,2024-11-16 02:20:23.500	,MS1,106.79324593,-6.15432001,29.43,247,-70.79,17.25,7337.49,3252.52
L2300 (1).gen,2024-11-16 02:20:24.500	,MS1,106.79326575,-6.15428267,29.35,247,-70.96,11.25,6892.92,9686.92
L2300 (1).gen,2024-11-16 02:20:25.500	,MS1,106.79328643,-6.15424788,29.31,247,-68.59,15.25,6438.37,9253.47
L2300 (1).gen,2024-11-16 02:20:26.500	,MS1,106.79330674,-6.15421497,29.46,247,-72.72,12.25,9278.72,12547.64
L2300 (1).gen,2024-11-16 02:20:27.500	,MS1,106.79332724,-6.15418200,29.52,247,-69.50,17.75,7610.83,7373.51
L2300 (1).gen,2024-11-16 02:20:28.500	,MS1,106.79334538,-6.15415476,29.49,247,-69.66,14.67,9027.33,9917.72
L2300 (1).gen,2024-11-16 02:20:29.500	,MS1,106.79336473,-6.15412760,29.49,247,-73.80,11.75,9145.36,6079.65
L2300 (1).gen,2024-11-16 02:20:30.500	,MS1,106.79338436,-6.15409987,29.40,247,-77.16,10.75,7602.32,4839.78
L2300 (1).gen,2024-11-16 02:20:31.500	,MS1,106.79340419,-6.15407110,29.39,247,-75.96,9.75,8641.00,7591.48
L2300 (1).gen,2024-11-16 02:20:32.500	,MS1,106.79342090,-6.15404380,29.28,247,-76.38,8.25,6638.90,4026.18
L2300 (1).gen,2024-11-16 02:20:33.500	,MS1,106.79343665,-6.15401352,29.06,247,-77.34,7.25,7506.93,13314.82
L2300 (1).gen,2024-11-16 02:20:34.500	,MS1,106.79345017,-6.15398110,28.81,247,-78.75,4.25,5377.17,5100.43
L2300 (1).gen,2024-11-16 02:20:35.500	,MS1,106.79345938,-6.15394972,28.62,247,-74.63,3.00,7758.01,6412.14
L2300 (1).gen,2024-11-16 02:20:36.500	,MS1,106.79346489,-6.15392049,28.48,247,-77.91,-1.00,10133.21,10095.79
L2300 (1).gen,2024-11-16 02:20:37.500	,MS1,106.79346402,-6.15388500,27.95,247,-79.24,1.00,6152.91,5043.55
L2300 (1).gen,2024-11-16 02:20:38.500	,MS1,106.79346635,-6.15384385,27.47,247,-78.72,0.75,5685.10,6119.38
L2300 (1).gen,2024-11-16 02:20:39.500	,MS1,106.79347389,-6.15379624,27.33,247,-79.11,-6.00,881.41,3599.20
L2300 (1).gen,2024-11-16 02:20:40.500	,MS1,106.79348870,-6.15374914,27.08,247,-80.85,2.00,1291.18,11139.43
L2300 (1).gen,2024-11-16 02:20:41.500	,MS1,106.79350905,-6.15370378,26.73,247,-81.24,2.25,3951.11,4755.84
L2300 (1).gen,2024-11-16 02:20:42.500	,MS1,106.79352606,-6.15366493,26.59,247,-80.60,-4.33,5035.00,6172.58
L2300 (1).gen,2024-11-16 02:20:43.500	,MS1,106.79354811,-6.15361586,26.40,246,-81.19,0.00,11826.94,8313.52
L2300 (1).gen,2024-11-16 02:20:44.500	,MS1,106.79356661,-6.15357288,26.39,246,-79.68,2.00,14370.24,5518.13
L2300 (1).gen,2024-11-16 02:20:45.500	,MS1,106.79358378,-6.15352669,26.42,246,-79.97,2.75,15510.17,4161.73
L2300 (1).gen,2024-11-16 02:20:46.500	,MS1,106.79359811,-6.15348115,26.53,246,-80.23,2.50,16650.60,6780.10
L2300 (1).gen,2024-11-16 02:20:47.500	,MS1,106.79360911,-6.15343450,26.46,246,-83.42,3.50,16708.61,3804.22
L2300 (1).gen,2024-11-16 02:20:48.500	,MS1,106.79361714,-6.15338742,26.31,246,-86.65,2.50,16277.19,7410.96
L2300 (1).gen,2024-11-16 02:20:49.500	,MS1,106.79362214,-6.15334930,26.17,246,-88.14,3.67,17524.78,7744.32
L2300 (1).gen,2024-11-16 02:20:50.500	,MS1,106.79362516,-6.15331054,25.98,246,-87.14,1.00,19676.17,6694.25
L2300 (1).gen,2024-11-16 02:20:51.500	,MS1,106.79363005,-6.15326925,25.64,246,-89.74,0.75,19556.02,7990.57
L2300 (1).gen,2024-11-16 02:20:52.500	,MS1,106.79363332,-6.15323209,25.42,246,-93.12,0.00,23277.21,6916.69
L2300 (1).gen,2024-11-16 02:20:53.500	,MS1,106.79363062,-6.15319131,25.30,246,-93.93,0.50,23203.82,6736.48
L2300 (1).gen,2024-11-16 02:20:54.500	,MS1,106.79361689,-6.15315661,25.21,246,-94.55,1.00,22041.63,5065.77
L2300 (1).gen,2024-11-16 02:20:55.500	,MS1,106.79360117,-6.15312232,24.99,246,-95.26,0.75,28677.72,8020.43
L2300 (1).gen,2024-11-16 02:20:56.500	,MS1,106.79358314,-6.15308134,24.94,246,-97.92,1.33,22718.75,6479.97
L2300 (1).gen,2024-11-16 02:20:57.500	,MS1,106.79356319,-6.15303763,24.85,246,-98.47,-1.50,24727.74,7326.59
L2300 (1).gen,2024-11-16 02:20:58.500	,MS1,106.79354353,-6.15299718,24.76,124,-94.32,6.75,24760.97,5482.10
L2300 (1).gen,2024-11-16 02:20:59.500	,MS1,106.79352158,-6.15295317,24.75,124,-96.61,5.00,41815.78,6522.78
L2300 (1).gen,2024-11-16 02:21:00.500	,MS1,106.79350045,-6.15291400,24.82,124,-95.60,7.50,44555.97,4513.05
L2300 (1).gen,2024-11-16 02:21:01.500	,MS1,106.79347834,-6.15286787,24.91,124,-93.95,11.00,45757.82,5574.94
L2300 (1).gen,2024-11-16 02:21:02.500	,MS1,106.79345683,-6.15282842,25.12,124,-97.64,5.75,78258.32,6448.40
L2300 (1).gen,2024-11-16 02:21:03.500	,MS1,106.79343675,-6.15278972,25.19,124,-100.38,5.67,50829.28,4272.90
L2300 (1).gen,2024-11-16 02:21:04.500	,MS1,106.79341635,-6.15274803,25.15,124,-101.34,4.00,38462.79,2964.22
L2300 (1).gen,2024-11-16 02:21:05.500	,MS1,106.79339582,-6.15270284,25.21,124,-101.67,2.50,29435.68,2370.11
L2300 (1).gen,2024-11-16 02:21:06.500	,MS1,106.79337454,-6.15265482,25.06,124,-101.15,4.50,28805.09,2678.85
L2300 (1).gen,2024-11-16 02:21:07.500	,MS1,106.79335086,-6.15260725,25.16,124,-101.80,4.25,30496.26,2617.24
L2300 (1).gen,2024-11-16 02:21:08.500	,MS1,106.79332537,-6.15255539,25.12,124,-102.22,2.25,37432.19,2981.80
L2300 (1).gen,2024-11-16 02:21:09.500	,MS1,106.79330172,-6.15250942,25.17,124,-102.32,1.00,39966.07,2768.24
L2300 (1).gen,2024-11-16 02:21:10.500	,MS1,106.79327801,-6.15246597,25.29,124,-103.20,1.33,38312.41,5256.28
L2300 (1).gen,2024-11-16 02:21:11.500	,MS1,106.79325298,-6.15242312,25.51,124,-103.97,0.25,25265.97,3577.50
L2300 (1).gen,2024-11-16 02:21:12.500	,MS1,106.79322508,-6.15237893,25.86,124,-103.17,-2.00,17480.83,1486.82
L2300 (1).gen,2024-11-16 02:21:13.500	,MS1,106.79319473,-6.15232891,26.13,124,-101.98,0.25,20434.65,3657.29
L2300 (1).gen,2024-11-16 02:21:14.500	,MS1,106.79316377,-6.15227599,26.14,124,-99.28,1.50,32177.84,2237.97
L2300 (1).gen,2024-11-16 02:21:15.500	,MS1,106.79313169,-6.15222650,26.31,124,-99.62,-3.25,22120.87,2808.92
L2300 (1).gen,2024-11-16 02:21:16.500	,MS1,106.79310172,-6.15218630,26.27,124,-100.18,-1.00,18446.83,2410.07
L2300 (1).gen,2024-11-16 02:21:17.500	,MS1,106.79308083,-6.15214475,26.23,124,-99.35,-1.00,28882.34,3483.19
L2300 (1).gen,2024-11-16 02:21:18.500	,MS1,106.79306818,-6.15211959,26.22,124,-100.50,-2.25,30881.05,2481.90
L2300 (1).gen,2024-11-16 02:21:19.500	,MS1,106.79305548,-6.15209225,25.94,124,-101.48,-7.00,23461.41,3689.66
L2300 (1).gen,2024-11-16 02:21:20.500	,MS1,106.79304270,-6.15206569,25.86,253,-100.04,-0.25,7411.30,661.02
L2300 (1).gen,2024-11-16 02:21:21.500	,MS1,106.79301673,-6.15202425,25.64,253,-105.85,-6.25,14467.83,1602.52
L2300 (1).gen,2024-11-16 02:21:22.500	,MS1,106.79299423,-6.15198218,25.48,253,-108.77,-8.25,7266.56,3292.15
L2300 (1).gen,2024-11-16 02:21:23.500	,MS1,106.79297136,-6.15192952,24.87,124,-107.04,-3.25,4601.82,1642.48
L2300 (1).gen,2024-11-16 02:21:24.500	,MS1,106.79293960,-6.15187371,24.45,105,-104.46,-1.25,3026.69,498.62
L2300 (1).gen,2024-11-16 02:21:25.500	,MS1,106.79291267,-6.15182283,24.16,105,-106.78,-1.67,5098.17,407.94
L2300 (1).gen,2024-11-16 02:21:26.500	,MS1,106.79288958,-6.15177297,24.23,105,-109.86,-4.75,2665.19,393.93
L2300 (1).gen,2024-11-16 02:21:27.500	,MS1,106.79287091,-6.15172718,24.28,105,-109.93,-3.75,697.05,456.10
L2300 (1).gen,2024-11-16 02:21:28.500	,MS1,106.79284961,-6.15169044,24.19,105,-107.44,-3.00,1727.42,607.23
L2300 (1).gen,2024-11-16 02:21:29.500	,MS1,106.79282567,-6.15165316,24.16,105,-106.71,0.50,7065.74,665.64
L2300 (1).gen,2024-11-16 02:21:30.500	,MS1,106.79280179,-6.15162311,23.95,105,-106.94,-1.50,9115.70,466.34
L2300 (1).gen,2024-11-16 02:21:31.500	,MS1,106.79278384,-6.15159810,23.82,105,-107.61,0.00,11172.80,493.07
L2300 (1).gen,2024-11-16 02:21:32.500	,MS1,106.79276837,-6.15157228,23.65,105,-108.27,0.25,9325.36,497.20
L2300 (1).gen,2024-11-16 02:21:33.500	,MS1,106.79275088,-6.15154187,23.43,105,-109.24,-1.75,10239.90,524.36
L2300 (1).gen,2024-11-16 02:21:34.500	,MS1,106.79273327,-6.15150752,23.00,105,-108.03,0.25,5756.00,373.74
L2300 (1).gen,2024-11-16 02:21:35.500	,MS1,106.79271444,-6.15146932,22.69,105,-109.25,-3.50,10463.07,450.94
L2300 (1).gen,2024-11-16 02:21:36.500	,MS1,106.79269640,-6.15143321,22.37,105,-106.61,0.25,6280.19,234.40
L2300 (1).gen,2024-11-16 02:21:37.500	,MS1,106.79268061,-6.15140261,21.74,105,-106.20,-1.00,11692.81,625.01
L2300 (1).gen,2024-11-16 02:21:38.500	,MS1,106.79266603,-6.15137404,21.65,105,-106.81,-2.00,11675.27,571.85
L2300 (1).gen,2024-11-16 02:21:39.500	,MS1,106.79265516,-6.15134863,21.60,105,-106.27,0.25,11736.67,679.10
L2300 (1).gen,2024-11-16 02:21:40.500	,MS1,106.79264754,-6.15132948,21.58,105,-105.80,2.25,13023.46,731.48
L2300 (1).gen,2024-11-16 02:21:41.500	,MS1,106.79263746,-6.15131421,21.60,105,-106.44,2.50,19655.49,939.97
L2300 (1).gen,2024-11-16 02:21:42.500	,MS1,106.79262622,-6.15130483,21.59,105,-105.65,3.00,17229.41,646.61
L2300 (1).gen,2024-11-16 02:21:43.500	,MS1,106.79262557,-6.15130430,21.59,105,-105.92,2.00,11189.21,588.81
L2300 (1).gen,2024-11-16 02:21:44.500	,MS1,106.79261521,-6.15130134,21.16,105,-106.36,1.00,17044.59,943.22
L2300 (1).gen,2024-11-16 02:21:45.500	,MS1,106.79259933,-6.15130061,20.74,105,-106.83,0.75,12833.15,852.93
L2300 (1).gen,2024-11-16 02:21:46.500	,MS1,106.79257837,-6.15130420,20.28,105,-105.44,3.00,13501.41,808.63
L2300 (1).gen,2024-11-16 02:21:47.500	,MS1,106.79255736,-6.15130982,20.16,105,-105.79,1.00,17509.72,1288.72
L2300 (1).gen,2024-11-16 02:21:48.500	,MS1,106.79253061,-6.15131611,20.14,105,-105.49,1.50,11378.68,650.63
L2300 (1).gen,2024-11-16 02:21:49.500	,MS1,106.79249911,-6.15132264,20.45,105,-105.35,3.00,15697.25,829.36
L2300 (1).gen,2024-11-16 02:21:50.500	,MS1,106.79246938,-6.15132770,20.99,105,-103.32,5.50,10957.59,761.99
L2300 (1).gen,2024-11-16 02:21:51.500	,MS1,106.79244263,-6.15133181,21.53,105,-105.74,5.00,15227.36,1137.28
L2300 (1).gen,2024-11-16 02:21:52.500	,MS1,106.79241682,-6.15133710,21.83,105,-105.27,3.33,16362.96,1092.35
L2300 (1).gen,2024-11-16 02:21:53.500	,MS1,106.79238950,-6.15134122,21.90,105,-102.74,5.25,15809.33,642.64
L2300 (1).gen,2024-11-16 02:21:54.500	,MS1,106.79236195,-6.15134418,22.06,105,-104.43,3.50,15419.88,827.08
L2300 (1).gen,2024-11-16 02:21:55.500	,MS1,106.79233631,-6.15134616,22.39,105,-103.46,3.50,12705.73,476.99
L2300 (1).gen,2024-11-16 02:21:56.500	,MS1,106.79231658,-6.15134591,22.81,105,-103.07,2.75,16174.36,914.61
L2300 (1).gen,2024-11-16 02:21:57.500	,MS1,106.79229895,-6.15134531,22.89,105,-102.35,3.50,8037.47,714.18
L2300 (1).gen,2024-11-16 02:21:58.500	,MS1,106.79228649,-6.15134168,23.06,105,-103.71,2.50,11470.87,967.29
L2300 (1).gen,2024-11-16 02:21:59.500	,MS1,106.79227740,-6.15133478,23.23,105,-101.07,4.33,,
L2300 (1).gen,2024-11-16 02:22:00.500	,MS1,106.79227295,-6.15132572,23.48,105,-101.16,4.00,,
L2300 (2).gen,2024-11-16 02:22:52.500	,MS1,,,,105,-106.64,-2.33,,
L2300 (2).gen,2024-11-16 02:22:53.500	,MS1,106.79286538,-6.15182606,23.31,105,-107.17,-3.75,,
L2300 (2).gen,2024-11-16 02:22:54.500	,MS1,106.79289034,-6.15187179,23.08,105,-104.47,-2.50,1446.98,233.05
L2300 (2).gen,2024-11-16 02:22:55.500	,MS1,106.79291358,-6.15190733,22.73,124,-105.76,-2.00,9370.36,1355.32
L2300 (2).gen,2024-11-16 02:22:56.500	,MS1,106.79293016,-6.15193319,22.26,124,-105.06,-2.50,14050.29,1919.00
L2300 (2).gen,2024-11-16 02:22:57.500	,MS1,106.79294773,-6.15196951,21.87,124,-101.12,-6.50,14910.77,1785.82
L2300 (2).gen,2024-11-16 02:22:58.500	,MS1,106.79295652,-6.15199573,21.64,253,-97.61,1.50,8796.95,1140.23
L2300 (2).gen,2024-11-16 02:22:59.500	,MS1,106.79294802,-6.15202324,21.63,253,-98.21,2.25,31305.44,4548.45
L2300 (2).gen,2024-11-16 02:23:00.500	,MS1,106.79292845,-6.15204594,21.69,253,-101.42,2.00,18233.61,3442.70
L2300 (2).gen,2024-11-16 02:23:01.500	,MS1,106.79290388,-6.15205962,21.71,253,-98.56,3.75,25677.99,3368.91
L2300 (2).gen,2024-11-16 02:23:02.500	,MS1,106.79287541,-6.15206941,21.73,253,-94.65,6.67,24508.00,4457.61
L2300 (2).gen,2024-11-16 02:23:03.500	,MS1,106.79284035,-6.15208012,21.46,253,-94.55,6.75,53451.37,5966.74
L2300 (2).gen,2024-11-16 02:23:04.500	,MS1,106.79279921,-6.15209396,21.24,253,-95.50,6.50,48294.75,5837.93
L2300 (2).gen,2024-11-16 02:23:05.500	,MS1,106.79275419,-6.15210683,21.11,253,-94.80,5.75,47096.27,7361.68
L2300 (2).gen,2024-11-16 02:23:06.500	,MS1,106.79270938,-6.15211611,21.25,253,-97.85,4.25,49374.82,4141.69
L2300 (2).gen,2024-11-16 02:23:07.500	,MS1,106.79266668,-6.15212566,21.46,253,-96.32,4.00,43692.32,4276.75
L2300 (2).gen,2024-11-16 02:23:08.500	,MS1,106.79262673,-6.15213321,21.71,253,-96.18,5.00,38160.99,5961.13
L2300 (2).gen,2024-11-16 02:23:09.500	,MS1,106.79258470,-6.15214127,21.96,253,-97.26,4.00,59967.81,7490.19
L2300 (2).gen,2024-11-16 02:23:10.500	,MS1,106.79254279,-6.15214792,22.20,253,-98.60,4.00,39826.90,4162.56
L2300 (2).gen,2024-11-16 02:23:11.500	,MS1,106.79249601,-6.15215410,22.56,253,-99.99,0.75,26225.71,4852.66
L2300 (2).gen,2024-11-16 02:23:12.500	,MS1,106.79244637,-6.15216295,22.83,253,-100.28,-0.50,28099.38,6625.82
L2300 (2).gen,2024-11-16 02:23:13.500	,MS1,106.79240159,-6.15217179,22.95,253,-101.16,1.75,18847.22,3929.01
L2300 (2).gen,2024-11-16 02:23:14.500	,MS1,106.79235259,-6.15218050,23.03,253,-97.86,2.50,27731.51,8317.72
L2300 (2).gen,2024-11-16 02:23:15.500	,MS1,106.79230502,-6.15218950,23.16,253,-97.93,5.75,26385.53,3998.04
L2300 (2).gen,2024-11-16 02:23:16.500	,MS1,106.79225841,-6.15219887,23.27,253,-98.15,5.00,29708.88,3362.84
L2300 (2).gen,2024-11-16 02:23:17.500	,MS1,106.79221012,-6.15220866,23.41,253,-98.10,7.25,36811.20,4035.59
L2300 (2).gen,2024-11-16 02:23:18.500	,MS1,106.79216321,-6.15221679,23.65,253,-95.94,7.50,48160.90,7346.96
L2300 (2).gen,2024-11-16 02:23:19.500	,MS1,106.79211558,-6.15222651,23.77,253,-93.58,6.00,45683.02,6990.91
L2300 (2).gen,2024-11-16 02:23:20.500	,MS1,106.79206662,-6.15223811,23.98,253,-93.16,8.00,34784.26,4483.94
L2300 (2).gen,2024-11-16 02:23:21.500	,MS1,106.79200738,-6.15225113,24.28,253,-91.53,8.75,36266.84,8399.07
L2300 (2).gen,2024-11-16 02:23:22.500	,MS1,106.79194688,-6.15226362,24.66,253,-89.54,9.75,51975.79,11034.31
L2300 (2).gen,2024-11-16 02:23:23.500	,MS1,106.79188719,-6.15227580,24.67,253,-90.08,9.67,66164.02,9122.56
L2300 (2).gen,2024-11-16 02:23:24.500	,MS1,106.79183230,-6.15228702,24.84,253,-92.80,6.50,50642.04,5988.39
L2300 (2).gen,2024-11-16 02:23:25.500	,MS1,106.79177818,-6.15229665,25.31,253,-93.06,8.75,54384.37,7439.94
L2300 (2).gen,2024-11-16 02:23:26.500	,MS1,106.79172605,-6.15230824,25.68,253,-92.58,8.75,56631.48,6451.11
L2300 (2).gen,2024-11-16 02:23:27.500	,MS1,106.79167675,-6.15231979,25.79,253,-92.10,9.25,49460.91,6417.81
L2300 (2).gen,2024-11-16 02:23:28.500	,MS1,106.79162678,-6.15233328,25.92,253,-91.68,11.75,50945.15,7835.27
L2300 (2).gen,2024-11-16 02:23:29.500	,MS1,106.79158148,-6.15234372,26.00,253,-92.24,10.00,55778.02,9212.32
L2300 (2).gen,2024-11-16 02:23:30.500	,MS1,106.79153031,-6.15235562,26.22,253,-93.89,9.00,43675.04,6799.04
L2300 (2).gen,2024-11-16 02:23:31.500	,MS1,106.79148618,-6.15236086,26.22,253,-93.38,8.25,25672.49,5272.73
L2300 (2).gen,2024-11-16 02:23:32.500	,MS1,106.79144267,-6.15236680,26.49,253,-94.40,7.50,24439.74,7286.08
L2300 (2).gen,2024-11-16 02:23:33.500	,MS1,106.79140275,-6.15237564,26.71,253,-92.71,8.25,23295.39,4413.96
