Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps),Jenis Rekomendasi Optimasi,RSRP(dBm)_after,SINR(dB)_after,Throughput Downlink(Kbps)_after,Throughput Uplink(Kbps)_after
106.79304017,-6.15473448,-74.9,13.75,18451.97,8665.89,Melakukan Optimasi MEC dan Carrier Aggregation,-70.26800000000004,19.758999999999983,24895.132919999985,9676.479624999996
106.79304017,-6.15473448,-76.1,13.75,23271.25,12879.07,Melakukan Optimasi MEC dan Carrier Aggregation,-70.85740000000003,20.456499999999988,28162.41108,12068.429000000004
106.79304017,-6.15473448,-75.22,16.249999999999996,25534.82,5929.05,Melakukan Optimasi MEC dan Carrier Aggregation,-69.37720000000004,20.6675,28183.30631999998,9251.6915
106.79304017,-6.15473448,-75.32,15.669999999999996,25788.1,7401.409999999999,Melakukan Optimasi MEC dan Carrier Aggregation,-69.83930000000002,20.37999999999999,29220.100439999977,10668.0335
106.79304017,-6.15473448,-75.95,12.75,15797.729999999998,1801.6,Melakukan Optimasi MEC dan Carrier Aggregation,-70.81169999999996,18.683599999999988,14266.677120000011,3915.111374999997
106.79304017,-6.15473448,-75.81,14.749999999999996,22876.58,13572.160000000002,Melakukan Optimasi MEC dan Carrier Aggregation,-70.26927000000002,20.872849999999985,28384.56113999999,12475.036450000003
106.79304017,-6.15473448,-74.96,15.249999999999996,21593.36,7587.58,Melakukan Optimasi MEC dan Carrier Aggregation,-70.08220000000003,20.330799999999986,27725.743319999976,10380.4305
106.79304017,-6.15473448,-74.35,16.249999999999996,32314.18,10885.22,Melakukan Optimasi MEC dan Carrier Aggregation,-69.74600000000001,21.602499999999992,34787.48303999998,10028.726750000003
106.79304017,-6.15473448,-75.15,14.749999999999996,18731.19,6120.24,Melakukan Optimasi MEC dan Carrier Aggregation,-69.91580000000005,20.49490000000001,25526.303159999985,8487.229374999999
106.79304017,-6.15473448,-73.61,16.249999999999996,23826.77,7581.31,Melakukan Optimasi MEC dan Carrier Aggregation,-69.42390000000003,20.7625,28440.178799999965,9994.6825
106.79304017,-6.15473448,-75.48,18.33,19620.52,4313.07,Melakukan Optimasi MEC dan Carrier Aggregation,-70.11010000000003,21.5074,26210.32272000001,8026.967124999997
106.79304017,-6.15473448,-76.15,18.5,32440.29,9739.44,Melakukan Optimasi MEC dan Carrier Aggregation,-70.88910000000003,21.71919999999997,33419.80008,9275.276
106.79304017,-6.15473448,-77.96,18.25,7440.69,303.95,Melakukan Optimasi MEC dan Carrier Aggregation,-71.5708,22.46869999999997,9900.587640000003,4898.535500000004
106.79304017,-6.15473448,-76.4,16.999999999999996,5713.3,3382.5799999999995,Melakukan Optimasi MEC dan Carrier Aggregation,-70.30739999999999,21.732800000000022,8654.752920000004,4746.2018750000025
106.79304017,-6.15473448,-73.12,18.5,5634.05,5318.3,Melakukan Optimasi MEC dan Carrier Aggregation,-67.04809999999996,23.50330000000001,7430.902439999996,5900.045874999997
106.79304017,-6.15473448,-71.85,21.0,6572.11,8480.74,Melakukan Optimasi MEC dan Carrier Aggregation,-66.36649999999999,24.616699999999987,7780.049280000002,6642.935500000001
106.79304017,-6.15473448,-73.55,16.749999999999996,4053.57,3617.3400000000006,Melakukan Optimasi MEC dan Carrier Aggregation,-67.58619999999999,21.82320000000003,6352.152119999998,4954.374875
106.79304017,-6.15473448,-74.5,17.33,3003.97,3537.88,Melakukan Optimasi MEC dan Carrier Aggregation,-68.92279999999997,22.26700000000002,7674.87624,4957.4783750000015
106.79304017,-6.15473448,-75.47,15.499999999999996,3416.57,2285.06,Melakukan Optimasi MEC dan Carrier Aggregation,-69.93660000000001,19.43039999999999,2837.6080800000004,3591.4180000000038
106.79304017,-6.15473448,-75.07,18.0,2119.9,5282.49,Melakukan Optimasi MEC dan Carrier Aggregation,-69.22649999999996,22.925300000000004,6398.627760000003,6683.019250000003
106.79304017,-6.15473448,-75.16,17.25,2005.74,4666.31,Melakukan Optimasi MEC dan Carrier Aggregation,-69.11469999999997,22.4136,6629.261160000004,5948.489625000001
106.79304017,-6.15473448,-72.7,19.0,2345.15,7116.99,Melakukan Optimasi MEC dan Carrier Aggregation,-67.08349999999993,23.6226,5046.93924,6100.063625000002
106.79304017,-6.15473448,-72.49,19.75,9925.08,6783.14,Melakukan Optimasi MEC dan Carrier Aggregation,-66.69559999999998,24.53939999999999,9545.337120000006,5566.22025
106.79304017,-6.15473448,-73.83,16.999999999999996,16380.450000000004,9636.51,Melakukan Optimasi MEC dan Carrier Aggregation,-68.01479999999998,22.255499999999977,14776.30272000001,6515.8512500000015
106.79304017,-6.15473448,-72.09,19.5,11967.23,5435.32,Melakukan Optimasi MEC dan Carrier Aggregation,-66.80549999999997,24.4619,10944.563160000009,5289.735749999998
106.79304017,-6.15473448,-72.43,18.33,14800.5,8011.99,Melakukan Optimasi MEC dan Carrier Aggregation,-67.08049999999997,23.5474,11565.396480000012,5649.201375000001
106.79304017,-6.15473448,-74.63,20.0,20354.79,9152.58,Melakukan Optimasi MEC dan Carrier Aggregation,-70.23710000000004,22.00249999999999,27336.565559999995,10575.164624999998
106.79304017,-6.15473448,-73.79,21.0,13989.29,6142.499999999999,Melakukan Optimasi MEC dan Carrier Aggregation,-67.77129999999997,24.48159999999998,11835.385440000004,5834.538499999999
106.79304017,-6.15473448,-74.11,21.500000000000004,13016.79,4970.7,Melakukan Optimasi MEC dan Carrier Aggregation,-68.10789999999996,24.8425,12567.051480000002,5574.731875
106.79304017,-6.15473448,-73.65,18.75,9947.29,907.38,Melakukan Optimasi MEC dan Carrier Aggregation,-67.33849999999995,24.06800000000004,10962.385200000002,4058.956375000001
106.79304017,-6.15473448,-72.86,19.75,8036.91,4786.76,Melakukan Optimasi MEC dan Carrier Aggregation,-66.82139999999998,24.35180000000001,9029.054399999995,5350.999374999997
106.79304017,-6.15473448,-73.32,16.33,10062.79,5054.08,Melakukan Optimasi MEC dan Carrier Aggregation,-66.79389999999997,21.326799999999988,10971.189720000017,6465.650250000007
106.79304151,-6.15473334,-73.3,18.25,8534.97,6827.72,Melakukan Optimasi MEC dan Carrier Aggregation,-67.219,23.76079999999999,9187.49904,5886.9108750000005
106.79304843,-6.15472961,-68.55,19.75,9913.08,9244.38,Melakukan Optimasi MEC dan Carrier Aggregation,-62.8067,23.9158,8605.375800000005,7684.268875000004
106.79305721,-6.15472427,-73.8,16.749999999999996,10207.81,5271.11,Melakukan Optimasi MEC dan Carrier Aggregation,-67.14809999999999,22.2028,10897.829520000008,6200.721875000002
106.79306668,-6.15471428,-72.56,19.0,6510.45,1488.59,Melakukan Optimasi MEC dan Carrier Aggregation,-66.74369999999996,24.080500000000026,9379.2294,4154.902875000001
106.79307778,-6.15470311,-74.77,12.0,7086.05,1976.06,Melakukan Optimasi MEC dan Carrier Aggregation,-69.3975,17.896799999999992,7353.6162,3915.839375000001
106.79308903,-6.15468808,-72.12,18.75,7883.060000000001,5362.87,Melakukan Optimasi MEC dan Carrier Aggregation,-66.61439999999999,24.475300000000004,9326.188799999994,5712.206249999998
106.79309747,-6.15466947,-73.25,14.999999999999996,5626.84,4667.19,Melakukan Optimasi MEC dan Carrier Aggregation,-67.51610000000001,19.9167,4699.359119999998,5787.147499999998
106.79310695,-6.15464644,-74.64,16.33,6847.01,7590.25,Melakukan Optimasi MEC dan Carrier Aggregation,-68.92129999999999,21.31089999999997,7674.507960000004,6691.525500000002
106.79311939,-6.15461636,-74.62,8.750000000000002,8444.39,3900.17,Melakukan Optimasi MEC dan Carrier Aggregation,-69.07019999999994,13.82489999999994,12152.196240000016,6456.873250000009
106.79313482,-6.15457967,-74.15,16.749999999999996,11256.78,11206.870000000004,Melakukan Optimasi MEC dan Carrier Aggregation,-67.59529999999998,22.325499999999987,11829.57648000001,6633.502250000003
106.79314898,-6.15454133,-72.91,14.250000000000002,4450.37,1374.08,Melakukan Optimasi MEC dan Carrier Aggregation,-67.90570000000001,19.7924,3559.1905199999987,3673.195249999999
106.79316769,-6.15450167,-73.12,15.749999999999996,5860.96,6878.11,Melakukan Optimasi MEC dan Carrier Aggregation,-67.5209,20.19239999999999,5867.0166,6188.373624999998
106.79318549,-6.15446389,-72.46,15.249999999999996,6291.4,8730.37,Melakukan Optimasi MEC dan Carrier Aggregation,-66.875,19.579299999999986,6686.5416000000005,7139.263125000003
106.79320049,-6.15442745,-72.48,14.000000000000002,8540.0,9857.6,Melakukan Optimasi MEC dan Carrier Aggregation,-66.03839999999997,19.248299999999983,11252.138040000014,7037.599000000009
106.7932149,-6.15439238,-69.29,16.999999999999996,9067.55,5897.439999999999,Melakukan Optimasi MEC dan Carrier Aggregation,-62.57610000000001,22.57979999999998,9727.356960000008,7292.667125000006
106.79323127,-6.1543547,-68.03,18.25,10171.5,10472.78,Melakukan Optimasi MEC dan Carrier Aggregation,-62.60580000000002,23.736299999999996,9233.431560000008,8060.420125
106.79324593,-6.15432001,-70.79,17.25,7337.49,3252.52,Melakukan Optimasi MEC dan Carrier Aggregation,-64.65699999999995,23.500500000000013,8439.347759999999,6087.970875000002
106.79326575,-6.15428267,-70.96,11.249999999999998,6892.92,9686.92,Melakukan Optimasi MEC dan Carrier Aggregation,-67.85269999999998,15.73459999999996,4329.926399999999,7424.4381250000015
106.79328643,-6.15424788,-68.59,15.249999999999996,6438.37,9253.47,Melakukan Optimasi MEC dan Carrier Aggregation,-65.38110000000002,19.704099999999983,6720.705360000001,7767.597750000006
106.79330674,-6.15421497,-72.72,12.25,9278.72,12547.64,Melakukan Optimasi MEC dan Carrier Aggregation,-65.82140000000003,17.757499999999972,12475.524960000012,7318.203625000011
106.79332724,-6.154182,-69.5,17.75,7610.830000000001,7373.51,Melakukan Optimasi MEC dan Carrier Aggregation,-62.85790000000004,23.7467,7759.783080000003,7906.627375
106.79334538,-6.15415476,-69.66,14.669999999999996,9027.33,9917.72,Melakukan Optimasi MEC dan Carrier Aggregation,-64.69649999999999,20.024099999999983,10718.095080000014,7404.798375000005
106.79336473,-6.1541276,-73.8,11.749999999999998,9145.36,6079.650000000001,Melakukan Optimasi MEC dan Carrier Aggregation,-67.13530000000004,17.513299999999983,12232.601880000013,7052.183000000013
106.79338436,-6.15409987,-77.16,10.749999999999998,7602.32,4839.78,Melakukan Optimasi MEC dan Carrier Aggregation,-71.7529,15.08419999999997,10267.019160000007,6148.160125000009
106.79340419,-6.1540711,-75.96,9.750000000000004,8641.0,7591.48,Melakukan Optimasi MEC dan Carrier Aggregation,-70.10639999999998,14.47579999999996,12587.13396000001,7710.709375000004
106.7934209,-6.1540438,-76.38,8.250000000000002,6638.9,4026.18,Melakukan Optimasi MEC dan Carrier Aggregation,-71.22719999999998,14.091699999999976,4860.728640000001,3315.393500000002
106.79343665,-6.15401352,-77.34,7.250000000000001,7506.93,13314.82,Melakukan Optimasi MEC dan Carrier Aggregation,-71.75900000000003,12.88499999999999,10670.495760000009,7819.643875000004
106.79345017,-6.1539811,-78.75,4.250000000000001,5377.17,5100.43,Melakukan Optimasi MEC dan Carrier Aggregation,-73.0584,9.255099999999995,3703.778639999997,5386.609000000004
106.79345938,-6.15394972,-74.63,3.0,7758.010000000001,6412.139999999999,Melakukan Optimasi MEC dan Carrier Aggregation,-70.8528,9.66320000000001,11888.955360000014,7493.02175000001
106.79346489,-6.15392049,-77.91,-1.0000000000000009,10133.21,10095.79,Melakukan Optimasi MEC dan Carrier Aggregation,-78.13839500000002,1.8510249999999884,14759.027110000005,7635.679045000005
106.79346402,-6.153885,-79.24,1.0000000000000009,6152.91,5043.55,Melakukan Optimasi MEC dan Carrier Aggregation,-72.9747,7.269600000000002,4214.256839999996,4271.364875000002
106.79346635,-6.15384385,-78.72,0.7500000000000007,5685.1,6119.38,Melakukan Optimasi MEC dan Carrier Aggregation,-72.74089999999997,7.193800000000017,3279.5451599999974,4592.821125000002
106.79347389,-6.15379624,-79.11,-6.0,881.41,3599.2,Melakukan Optimasi Load Balancing dan Handover Tuning,-78.325685,-1.9444250000000185,1982.0932,2698.470025000001
106.7934887,-6.15374914,-80.85,1.999999999999999,1291.18,11139.43,Melakukan Optimasi Load Balancing dan Handover Tuning,-79.30129500000001,3.552324999999987,2731.64922,10670.130570000008
106.79350905,-6.15370378,-81.24,2.249999999999999,3951.11,4755.84,Melakukan Optimasi Load Balancing dan Handover Tuning,-75.40860000000002,8.413099999999998,3294.0256799999984,3991.899625
106.79352606,-6.15366493,-80.6,-4.330000000000001,5035.0,6172.58,Melakukan Optimasi Load Balancing dan Handover Tuning,-79.23688499999999,-1.6403250000000198,3106.117100000002,4519.834450000003
106.79354811,-6.15361586,-81.19,0.0,11826.94,8313.52,Melakukan Optimasi Load Balancing dan Handover Tuning,-78.19619500000002,2.505524999999991,14805.484840000012,7333.471810000004
106.79356661,-6.15357288,-79.68,1.999999999999999,14370.24,5518.13,Melakukan Optimasi Load Balancing dan Handover Tuning,-73.56190000000002,9.003499999999987,15742.891920000018,6118.653000000011
106.79358378,-6.15352669,-79.97,2.75,15510.169999999998,4161.73,Melakukan Optimasi Load Balancing dan Handover Tuning,-73.68340000000002,9.448300000000003,18199.722240000014,4567.723250000003
106.79359811,-6.15348115,-80.23,2.5,16650.6,6780.1,Melakukan Optimasi Load Balancing dan Handover Tuning,-73.71660000000001,9.517499999999986,17839.395960000016,5902.865000000009
106.79360911,-6.1534345,-83.42,3.5000000000000004,16708.61,3804.22,Melakukan Optimasi Load Balancing dan Handover Tuning,-83.2182,6.418899999999977,17145.95828000001,5852.41026
106.79361714,-6.15338742,-86.65,2.5,16277.19,7410.96,Melakukan Optimasi Load Balancing dan Handover Tuning,-83.81473499999998,5.615174999999999,17623.18488,7591.929694999998
106.79362214,-6.1533493,-88.14,3.67,17524.78,7744.32,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.22243499999998,7.557774999999999,20133.559889999997,9504.947909999992
106.79362516,-6.15331054,-87.14,1.0000000000000009,19676.17,6694.249999999999,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.7888,3.195799999999988,21508.34268,7892.853419999999
106.79363005,-6.15326925,-89.74,0.7500000000000007,19556.02,7990.57,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.77449999999999,2.524099999999995,21951.03163,9625.376144999998
106.79363332,-6.15323209,-93.12,0.0,23277.21,6916.689999999999,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.78290000000001,2.88209999999999,26500.371479999987,8072.135314999998
106.79363062,-6.15319131,-93.93,0.5000000000000004,23203.82,6736.48,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.21593500000002,3.029074999999996,26198.339609999985,8081.745565
106.79361689,-6.15315661,-94.55,1.0000000000000009,22041.63,5065.77,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.42100000000002,3.399000000000002,24720.900159999983,6925.5335650000015
106.79360117,-6.15312232,-95.26,0.7500000000000007,28677.72,8020.43,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.55193,4.385399999999985,27917.444510000005,9189.539200000005
106.79358314,-6.15308134,-97.92,1.3300000000000012,22718.75,6479.969999999999,Melakukan Optimasi Load Balancing dan Handover Tuning,-92.553235,4.141675000000002,23841.52250999999,8141.043360000001
106.79356319,-6.15303763,-98.47,-1.500000000000001,24727.74,7326.590000000001,Melakukan Beamforming dan Handover Tuning,-87.09930000000003,13.66180000000002,23532.524849999987,11787.820479999998
106.79354353,-6.15299718,-94.32,6.75,24760.97,5482.1,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.77639999999998,9.220699999999985,24719.92544999999,6819.790949999996
106.79352158,-6.15295317,-96.61,4.999999999999999,41815.78,6522.78,Melakukan Optimasi Load Balancing dan Handover Tuning,-93.64668,9.142999999999988,46439.13918000002,6957.007379999997
106.79350045,-6.152914,-95.6,7.500000000000001,44555.97,4513.05,Melakukan Optimasi Load Balancing dan Handover Tuning,-93.98274,10.274099999999985,45552.067060000016,5442.971574999999
106.79347834,-6.15286787,-93.95,10.999999999999998,45757.82,5574.94,Melakukan Optimasi Power Control,-93.103635,11.021024999999987,48301.18566000005,7207.523074999999
106.79345683,-6.15282842,-97.64,5.749999999999999,78258.32,6448.4,Melakukan Optimasi Load Balancing dan Handover Tuning,-94.44512999999998,9.795549999999997,50644.77179000003,7837.424094999999
106.79343675,-6.15278972,-100.38,5.669999999999999,50829.28,4272.9,Melakukan Optimasi Load Balancing dan Handover Tuning,-96.238685,9.098875,49345.95183000002,5822.272654999996
106.79341635,-6.15274803,-101.34,4.000000000000001,38462.79,2964.22,Melakukan Optimasi Load Balancing dan Handover Tuning,-95.04262,8.227799999999995,43666.13918999998,5319.863554999998
106.79339582,-6.15270284,-101.67,2.5,29435.68,2370.11,Melakukan Beamforming dan Handover Tuning,-92.92243,6.373799999999994,29489.034010000003,5843.893290000001
106.79337454,-6.15265482,-101.15,4.499999999999998,28805.09,2678.85,Melakukan Optimasi Load Balancing dan Handover Tuning,-94.116835,8.53747499999998,30385.22954999999,5426.115949999999
106.79335086,-6.15260725,-101.8,4.250000000000001,30496.26,2617.24,Melakukan Beamforming dan Handover Tuning,-93.682665,8.465874999999986,33127.06539,5381.099359999999
106.79332537,-6.15255539,-102.22,2.249999999999999,37432.19,2981.8,Melakukan Optimasi Load Balancing dan Handover Tuning,-94.68883,7.503849999999983,42550.23347,5462.786725000001
106.79330172,-6.15250942,-102.32,1.0000000000000009,39966.07,2768.24,Melakukan Optimasi Load Balancing dan Handover Tuning,-93.45014999999998,14.136849999999992,33925.64457999999,4058.537820000001
106.79327801,-6.15246597,-103.2,1.3300000000000012,38312.41,5256.28,Melakukan Beamforming dan Handover Tuning,-94.29010499999998,14.647324999999986,36100.22518999999,6733.035395000004
106.79325298,-6.15242312,-103.97,0.2500000000000002,25265.97,3577.5,Melakukan Beamforming dan Handover Tuning,-92.953705,15.016974999999992,19380.626,6124.471835000003
106.79322508,-6.15237893,-103.17,-1.999999999999999,17480.83,1486.82,Melakukan Beamforming dan Handover Tuning,-91.64600000000002,13.2441,18160.9188,4890.82384
106.79319473,-6.15232891,-101.98,0.2500000000000002,20434.65,3657.29,Melakukan Beamforming dan Handover Tuning,-90.9698,15.005899999999986,18845.51174999999,4702.253440000003
106.79316377,-6.15227599,-99.28,1.500000000000001,32177.84,2237.97,Melakukan Optimasi Load Balancing dan Handover Tuning,-92.34650000000002,6.6086999999999945,32878.26256,5826.778140000004
106.79313169,-6.1522265,-99.62,-3.25,22120.87,2808.92,Melakukan Beamforming dan Handover Tuning,-87.18650500000001,11.999775000000009,19779.735800000013,4720.4006350000045
106.79310172,-6.1521863,-100.18,-1.0000000000000009,18446.83,2410.07,Melakukan Beamforming dan Handover Tuning,-89.1393,13.91349999999999,18693.74744999999,4092.4158400000033
106.79308083,-6.15214475,-99.35,-1.0000000000000009,28882.34,3483.19,Melakukan Beamforming dan Handover Tuning,-88.26273499999999,13.193324999999996,21178.51227,5076.826420000002
106.79306818,-6.15211959,-100.5,-2.249999999999999,30881.05,2481.9,Melakukan Beamforming dan Handover Tuning,-90.43772,12.57245,24304.166239999995,5021.591610000003
106.79305548,-6.15209225,-101.48,-7.000000000000001,23461.41,3689.66,Melakukan Beamforming dan Handover Tuning,-90.346105,9.18267500000002,15771.918049999998,4917.937915000002
106.7930427,-6.15206569,-100.04,-0.2500000000000002,7411.3,661.02,Melakukan Beamforming dan Handover Tuning,-89.18390000000001,14.714999999999984,12361.632450000006,2598.4729600000005
106.79301673,-6.15202425,-105.85,-6.25,14467.83,1602.52,Melakukan Beamforming dan Handover Tuning,-93.55389999999996,10.0934,14366.159549999998,5155.171679999996
106.79299423,-6.15198218,-108.77,-8.25,7266.56,3292.15,Melakukan Beamforming dan Handover Tuning,-96.0996,7.175200000000011,7240.20765,5666.300799999998
106.79297136,-6.15192952,-107.04,-3.25,4601.82,1642.48,Melakukan Beamforming dan Handover Tuning,-96.2098,11.571099999999976,4085.28525,2931.304959999999
106.7929396,-6.15187371,-104.46,-1.250000000000001,3026.69,498.62,Melakukan Beamforming dan Handover Tuning,-93.073,14.087399999999974,3400.857149999998,1895.804480000001
106.79291267,-6.15182283,-106.78,-1.6700000000000017,5098.17,407.94,Melakukan Beamforming dan Handover Tuning,-95.34189999999998,12.27289999999998,4959.220500000003,2756.983680000001
106.79288958,-6.15177297,-109.86,-4.749999999999998,2665.19,393.93,Melakukan Beamforming dan Handover Tuning,-97.8746,11.355899999999984,3769.184550000001,2844.26848
106.79287091,-6.15172718,-109.93,-3.75,697.05,456.1,Melakukan Beamforming dan Handover Tuning,-97.7092,11.909299999999972,3031.361400000001,3044.26224
106.79284961,-6.15169044,-107.44,-3.0,1727.42,607.23,Melakukan Beamforming dan Handover Tuning,-96.3355,11.683699999999982,3031.016700000002,2708.221920000001
106.79282567,-6.15165316,-106.71,0.5000000000000004,7065.74,665.64,Melakukan Beamforming dan Handover Tuning,-94.676205,14.722274999999993,12858.222809999996,4399.628124999999
106.79280179,-6.15162311,-106.94,-1.500000000000001,9115.7,466.34,Melakukan Beamforming dan Handover Tuning,-95.3276,13.616199999999973,13662.852449999991,5118.357119999997
106.79278384,-6.1515981,-107.61,0.0,11172.8,493.07,Melakukan Beamforming dan Handover Tuning,-95.3124,15.016100000000003,15316.502999999982,5423.385439999997
106.79276837,-6.15157228,-108.27,0.2500000000000002,9325.36,497.2,Melakukan Beamforming dan Handover Tuning,-95.0615,15.223199999999991,14630.09864999998,4959.752639999995
106.79275088,-6.15154187,-109.24,-1.7500000000000016,10239.9,524.36,Melakukan Beamforming dan Handover Tuning,-96.2725,13.348399999999968,16709.90354999999,5147.780159999998
106.79273327,-6.15150752,-108.03,0.2500000000000002,5756.0,373.74,Melakukan Beamforming dan Handover Tuning,-96.4359,13.668699999999983,6692.62785,3595.297600000001
106.79271444,-6.15146932,-109.25,-3.5000000000000004,10463.07,450.94,Melakukan Beamforming dan Handover Tuning,-95.8652,11.760299999999964,14933.908950000005,5592.51568
106.7926964,-6.15143321,-106.61,0.2500000000000002,6280.19,234.4,Melakukan Beamforming dan Handover Tuning,-94.7523,14.334499999999991,8863.877400000001,3662.78016
106.79268061,-6.15140261,-106.2,-1.0000000000000009,11692.81,625.01,Melakukan Beamforming dan Handover Tuning,-95.0607,14.1194,14758.957349999995,5626.537439999999
106.79266603,-6.15137404,-106.81,-1.999999999999999,11675.27,571.85,Melakukan Beamforming dan Handover Tuning,-95.3485,13.542199999999967,14533.343399999994,5637.156799999996
106.79265516,-6.15134863,-106.27,0.2500000000000002,11736.67,679.1,Melakukan Beamforming dan Handover Tuning,-94.6044,15.399,15637.313699999992,5434.957279999999
106.79264754,-6.15132948,-105.8,2.249999999999999,13023.46,731.48,Melakukan Beamforming dan Handover Tuning,-92.59401,17.61385,17501.927130000004,4404.685450000001
106.79263746,-6.15131421,-106.44,2.5,19655.49,939.97,Melakukan Beamforming dan Handover Tuning,-92.82241,17.408049999999996,18890.62248,4630.481130000002
106.79262622,-6.15130483,-105.65,3.0,17229.41,646.61,Melakukan Beamforming dan Handover Tuning,-92.63111499999998,17.82902499999999,18763.49259000001,4655.472935000003
106.79262557,-6.1513043,-105.92,1.999999999999999,11189.21,588.81,Melakukan Beamforming dan Handover Tuning,-92.70121,17.552249999999994,16288.711080000005,4167.108969999999
106.79261521,-6.15130134,-106.36,1.0000000000000009,17044.59,943.22,Melakukan Beamforming dan Handover Tuning,-93.857905,15.960474999999985,18705.570059999995,5370.132445
106.79259933,-6.15130061,-106.83,0.7500000000000007,12833.15,852.93,Melakukan Beamforming dan Handover Tuning,-94.432505,15.578974999999984,18178.06671,5488.648124999999
106.79257837,-6.1513042,-105.44,3.0,13501.41,808.63,Melakukan Beamforming dan Handover Tuning,-92.35590999999998,18.157150000000005,17685.150480000008,4509.085130000002
106.79255736,-6.15130982,-105.79,1.0000000000000009,17509.72,1288.72,Melakukan Beamforming dan Handover Tuning,-93.494305,16.05207499999997,18372.19251,5288.577564999999
106.79253061,-6.15131611,-105.49,1.500000000000001,11378.68,650.63,Melakukan Beamforming dan Handover Tuning,-92.577205,17.11707499999999,16285.463160000005,4329.054845
106.79249911,-6.15132264,-105.35,3.0,15697.25,829.3599999999999,Melakukan Beamforming dan Handover Tuning,-92.254705,18.25027499999999,17811.39612000001,4515.0875650000025
106.79246938,-6.1513277,-103.32,5.499999999999999,10957.59,761.9899999999999,Melakukan Beamforming dan Handover Tuning,-91.65860499999998,19.755575,16332.914970000014,3529.765804999998
106.79244263,-6.15133181,-105.74,4.999999999999999,15227.36,1137.28,Melakukan Beamforming dan Handover Tuning,-92.67601499999998,18.804925000000004,19316.99184000001,4537.428135
106.79241682,-6.1513371,-105.27,3.33,16362.96,1092.35,Melakukan Beamforming dan Handover Tuning,-92.08100499999998,18.700275000000005,18030.56502000001,4392.854285000001
